scheme,dataset_name,seed,correlated_KL,architecture,attention_dim,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb
aiopsvlinear_(no mean)_normal_KL07_220507_8_0.0001_1_window_8,aiops,1,normal_KL,vlinear,16,2,0.0001,0.29842931937172773,0.36474694589877826,0.4031413612565446,0.45629726585223984,0.3941618881409458,160526,8,0,400,0,0,16,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3685111632665343,0.20418848167539266,0.418848167539267,0.7853403141361257,0.7853403141361257,0.3941618881409458,0.05501721545861035,0.13337988826815642,0.09569964358943919,10.449359710158353,0.8112640380859375,20.35986328125
aiopsGVAR_(no mean)_normal_KL07_220806_8_0.0001_1_window_8,aiops,1,normal_KL,GVAR,256,2,0.0001,0.21465968586387435,0.2827225130890052,0.3099476439790576,0.3784322280395582,0.3084239175600432,956060,8,0,400,0,0,256,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.29168576983269257,0.12041884816753927,0.3717277486910995,0.643979057591623,0.7068062827225131,0.3084239175600432,0.05523768790519414,0.13337988826815642,0.06786526560159253,14.735078263313154,3.8457412719726562,32.083984375
