scheme,dataset_name,seed,correlated_KL,architecture,hidden_layer_size,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb,temporal_mixer
gaiatorai_(no mean)_normal_KL13_021418_8_0.0001_2_window_8,gaia,2,normal_KL,torai,128,0,0.0001,0.21428571428571427,0.21238095238095211,0.35561904761904745,0.6109523809523792,0.4165403628117912,0,8,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.37372330877498056,0.21428571428571427,0.3657142857142857,0.5457142857142857,0.82,0.4165403628117912,0.1823603226991941,1.0,0,0,0,0,0,0,0,0,0
gaiabaro_(no mean)_normal_KL13_021711_8_0.0001_2_window_8,gaia,2,normal_KL,baro,128,0,0.0001,0.14,0.1485714285714287,0.210476190476191,0.2525714285714284,0.19693571428571438,0,8,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2566263524123903,0.2057142857142857,0.2342857142857143,0.28,0.31142857142857144,0.19693571428571438,0.055585449377869446,1.0,0,0,0,0,0,0,0,0,0
gaiarcd_(no mean)_normal_KL13_021807_8_0.0001_2_window_8,gaia,2,normal_KL,rcd,128,0,0.0001,0.14,0.1714285714285718,0.23161904761904842,0.2713333333333337,0.217964739229025,0,8,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.25294243288713336,0.2,0.2,0.30857142857142855,0.30857142857142855,0.217964739229025,0.06593957530962818,1.0,0,0,0,0,0,0,0,0,0
gaiacLSTM_(no mean)_normal_KL13_022017_8_0.0001_2_window_8,gaia,2,normal_KL,cLSTM,256,0,0.0001,0.24285714285714285,0.23857142857142793,0.25476190476190425,0.2633333333333338,0.2514625850340136,15782450,8,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.31761941222239143,0.24285714285714285,0.38857142857142857,0.3914285714285714,0.44571428571428573,0.2514625850340136,0.013602805867031845,1.0,0.094982145854405,10.528294460022698,60.98431396484375,276.2607421875,536.9649279117584,22.373538662989933,5352.394263768943,1399.244140625,0
gaiaCUTS_PLUS_(no mean)_normal_KL13_030546_8_0.0001_2_window_8,gaia,2,normal_KL,CUTS_PLUS,256,0,0.0001,0.15142857142857144,0.22285714285714278,0.251047619047619,0.49628571428571366,0.3113484126984124,274738,8,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3172261781882529,0.15142857142857144,0.38857142857142857,0.38857142857142857,0.6342857142857142,0.3113484126984124,0.11242672462901647,1.0,0.07975487981523786,12.538417740915976,1.82708740234375,21.654296875,1919.243138551712,91.39253040722438,1310.3040201033089,2190.71533203125,0
gaiavlinear_(no mean)_normal_KL13_050812_10_0.0001_2_window_10,gaia,2,normal_KL,vlinear,256,0,0.0001,0.1657142857142857,0.32380952380952455,0.320761904761905,0.29971428571428543,0.2918066893424036,177426,10,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3331819920329237,0.1657142857142857,0.4657142857142857,0.4657142857142857,0.4685714285714286,0.2918066893424036,0.04411931270244139,1.0,0.11222191810607911,8.910915237206497,1.4562530517578125,21.61181640625,299.4427695274353,6.371122755902879,15032.829168338192,1195.5,0
gaiaGVAR_(no mean)_normal_KL13_051752_10_0.0001_2_window_10,gaia,2,normal_KL,GVAR,256,0,0.0001,0.17714285714285713,0.27476190476190493,0.3155238095238094,0.3004761904761908,0.2875070294784581,6492132,10,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3245831074027319,0.17714285714285713,0.4057142857142857,0.46,0.4657142857142857,0.2875070294784581,0.04322153711712265,1.0,0.10321631159101213,9.688391152383302,25.54456329345703,118.90625,846.2892661094666,4.231446330547333,22634.341196432353,339.44384765625,0
gaiatorai_(no mean)_normal_KL13_054320_10_0.0001_2_window_10,gaia,2,normal_KL,torai,128,0,0.0001,0.22285714285714286,0.21714285714285694,0.3586666666666665,0.6092380952380937,0.4177405895691608,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.37993189594937316,0.22285714285714286,0.37142857142857144,0.5514285714285714,0.8142857142857143,0.4177405895691608,0.17895563223872954,1.0,0,0,0,0,0,0,0,0,0
gaiabaro_(no mean)_normal_KL13_054613_10_0.0001_2_window_10,gaia,2,normal_KL,baro,128,0,0.0001,0.14285714285714285,0.14952380952380964,0.2087619047619053,0.2514285714285713,0.19597936507936517,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.25769225159257514,0.20857142857142857,0.23714285714285716,0.26857142857142857,0.30857142857142855,0.19597936507936517,0.05311271454139926,1.0,0,0,0,0,0,0,0,0,0
gaiarcd_(no mean)_normal_KL13_054703_10_0.0001_2_window_10,gaia,2,normal_KL,rcd,128,0,0.0001,0.14,0.1714285714285718,0.23161904761904842,0.2713333333333337,0.217964739229025,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.25294243288713336,0.2,0.2,0.30857142857142855,0.30857142857142855,0.217964739229025,0.06593957530962818,1.0,0,0,0,0,0,0,0,0,0
gaiacLSTM_(no mean)_normal_KL13_054921_10_0.0001_2_window_10,gaia,2,normal_KL,cLSTM,256,0,0.0001,0.19714285714285715,0.22619047619047583,0.2503809523809529,0.22152380952380943,0.2310351473922902,15782450,10,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2890196219810575,0.19714285714285715,0.28,0.36857142857142855,0.3742857142857143,0.2310351473922902,0.015982571236731392,1.0,0.09390361990247453,10.649216729222685,60.98431396484375,281.171875,507.4158401489258,20.29663360595703,4718.812087729164,1683.5625,0
gaiavlinear_(no mean)_normal_KL13_122353_12_0.0001_1_window_12,gaia,1,normal_KL,vlinear,256,0,0.0001,0.28,0.28190476190476244,0.2961904761904764,0.3110476190476196,0.28982868480725643,178966,12,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.38234834301915044,0.28,0.46285714285714286,0.46285714285714286,0.5171428571428571,0.28982868480725643,0.022149308306272954,1.0,0.09513967514038085,10.510862040725662,1.4622955322265625,21.77490234375,363.99896359443665,6.27584419990408,12712.712020674351,1456.10986328125,0
gaiaGVAR_(no mean)_normal_KL13_123415_12_0.0001_1_window_12,gaia,1,normal_KL,GVAR,256,0,0.0001,0.2,0.21238095238095225,0.22095238095238123,0.27447619047619004,0.22464319727891152,7934828,12,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2657250767092484,0.2,0.23714285714285716,0.3057142857142857,0.38857142857142857,0.22464319727891152,0.030193778136640263,1.0,0.08537029130118234,11.713676792691821,31.048011779785156,140.9111328125,106.46176075935364,4.258470430374145,18735.130677657504,408.58056640625,0
gaiacLSTM_(no mean)_normal_KL13_125338_12_0.0001_1_window_12,gaia,1,normal_KL,cLSTM,256,0,0.0001,0.2714285714285714,0.19952380952380927,0.20809523809523825,0.2919999999999994,0.23018866213151937,15782450,12,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.33631200565284414,0.2714285714285714,0.3142857142857143,0.3171428571428571,0.4714285714285714,0.23018866213151937,0.03392283346361826,1.0,0.08371347631726946,11.945507987388496,60.98431396484375,282.79150390625,490.25054931640625,19.61002197265625,4068.480907938172,2004.10107421875,0
gaiaGVAR_(no mean)_normal_KL13_133648_14_0.0001_1_window_14,gaia,1,normal_KL,GVAR,256,0,0.0001,0.24,0.19047619047619033,0.2146666666666669,0.213809523809524,0.21299387755102042,9377524,14,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.28730753734728637,0.24,0.26,0.3171428571428571,0.3171428571428571,0.21299387755102042,0.01738978846712019,1.0,0.1103779935836792,9.059776931367077,36.55146026611328,164.34619140625,104.0363519191742,3.853198219228674,17744.480327743633,477.89306640625,0
gaiacLSTM_(no mean)_normal_KL13_134538_14_0.0001_1_window_14,gaia,1,normal_KL,cLSTM,256,0,0.0001,0.19428571428571428,0.24904761904761855,0.23323809523809533,0.279904761904762,0.251601133786848,15782450,14,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3275421390107031,0.19428571428571428,0.38857142857142857,0.44285714285714284,0.44285714285714284,0.251601133786848,0.02658036559030862,1.0,0.0859545578275408,11.634054380297083,60.98431396484375,271.32861328125,494.3289587497711,19.012652259606583,3596.1842180884028,2296.7724609375,0
gaiatorai_(no mean)_normal_KL13_141924_14_0.0001_1_window_14,gaia,1,normal_KL,torai,128,0,0.0001,0.20857142857142857,0.21523809523809498,0.3569523809523808,0.6109523809523794,0.41668106575963704,0,14,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3715465828497744,0.20857142857142857,0.36857142857142855,0.5457142857142857,0.8171428571428572,0.41668106575963704,0.18259463935044642,1.0,0,0,0,0,0,0,0,0,0
gaiabaro_(no mean)_normal_KL13_142222_14_0.0001_1_window_14,gaia,1,normal_KL,baro,128,0,0.0001,0.14285714285714285,0.14190476190476203,0.20476190476190523,0.24999999999999997,0.19307653061224503,0,14,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2538726267729503,0.20857142857142857,0.22,0.2542857142857143,0.30857142857142855,0.19307653061224503,0.054162527981873286,1.0,0,0,0,0,0,0,0,0,0
gaiarcd_(no mean)_normal_KL13_142316_14_0.0001_1_window_14,gaia,1,normal_KL,rcd,128,0,0.0001,0.14,0.1714285714285718,0.23161904761904842,0.2713333333333337,0.217964739229025,0,14,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.25294243288713336,0.2,0.2,0.30857142857142855,0.30857142857142855,0.217964739229025,0.06593957530962818,1.0,0,0,0,0,0,0,0,0,0
gaiaGVAR_(no mean)_normal_KL13_182518_12_0.0001_2_window_12,gaia,2,normal_KL,GVAR,256,0,0.0001,0.2714285714285714,0.20666666666666653,0.18628571428571444,0.1940952380952381,0.20043492063492066,7934828,12,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3051129980504701,0.2714285714285714,0.2714285714285714,0.3057142857142857,0.32,0.20043492063492066,0.02612877407126326,1.0,0.0984625312260219,10.156147597957727,31.048011779785156,140.9111328125,83.47395968437195,3.7942708947441797,21027.228211489943,408.58056640625,0
gaiatorai_(no mean)_normal_KL13_183302_12_0.0001_2_window_12,gaia,2,normal_KL,torai,128,0,0.0001,0.21428571428571427,0.21809523809523787,0.35580952380952363,0.6109523809523794,0.41785532879818577,0,12,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.37653400812291393,0.21428571428571427,0.37142857142857144,0.5485714285714286,0.8171428571428572,0.41785532879818577,0.18046960699564224,1.0,0,0,0,0,0,0,0,0,0
gaiabaro_(no mean)_normal_KL13_183557_12_0.0001_2_window_12,gaia,2,normal_KL,baro,128,0,0.0001,0.14285714285714285,0.1476190476190477,0.2024761904761909,0.2517142857142856,0.19427165532879828,0,12,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.25588042373789016,0.20857142857142857,0.22857142857142856,0.25142857142857145,0.30857142857142855,0.19427165532879828,0.05309703999696643,1.0,0,0,0,0,0,0,0,0,0
gaiarcd_(no mean)_normal_KL13_183646_12_0.0001_2_window_12,gaia,2,normal_KL,rcd,128,0,0.0001,0.14,0.1714285714285718,0.23161904761904842,0.2713333333333337,0.217964739229025,0,12,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.25294243288713336,0.2,0.2,0.30857142857142855,0.30857142857142855,0.217964739229025,0.06593957530962818,1.0,0,0,0,0,0,0,0,0,0
gaiacLSTM_(no mean)_normal_KL13_183906_12_0.0001_2_window_12,gaia,2,normal_KL,cLSTM,256,0,0.0001,0.26571428571428574,0.19428571428571412,0.23657142857142796,0.3513333333333327,0.22766405895691594,15782450,12,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3369265647474443,0.26571428571428574,0.35714285714285715,0.3628571428571429,0.5171428571428571,0.22766405895691594,0.0485608004542839,1.0,0.08476144177573068,11.797817250984103,60.98431396484375,282.79150390625,476.99991726875305,19.07999669075012,4181.499677024492,2004.10107421875,0
gaiaGVAR_(no mean)_normal_KL13_192118_14_0.0001_2_window_14,gaia,2,normal_KL,GVAR,256,0,0.0001,0.18,0.28190476190476166,0.35752380952380963,0.38152380952380927,0.3297397959183673,9377524,14,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3208143780765576,0.18,0.36857142857142855,0.4857142857142857,0.48857142857142855,0.3297397959183673,0.06458489008527125,1.0,0.10289341926574708,9.718794526764231,36.55146026611328,164.34619140625,181.3799216747284,3.7016310545862936,18471.046679621504,477.89306640625,0
gaiatorai_(no mean)_normal_KL13_193115_14_0.0001_2_window_14,gaia,2,normal_KL,torai,128,0,0.0001,0.21142857142857144,0.21238095238095211,0.35752380952380935,0.610666666666665,0.41633492063492045,0,14,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3718425012171213,0.21142857142857144,0.3628571428571429,0.5457142857142857,0.8171428571428572,0.41633492063492045,0.1823531356589627,1.0,0,0,0,0,0,0,0,0,0
gaiabaro_(no mean)_normal_KL13_193409_14_0.0001_2_window_14,gaia,2,normal_KL,baro,128,0,0.0001,0.14285714285714285,0.14190476190476203,0.20476190476190523,0.24999999999999997,0.19307653061224503,0,14,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2538726267729503,0.20857142857142857,0.22,0.2542857142857143,0.30857142857142855,0.19307653061224503,0.054162527981873286,1.0,0,0,0,0,0,0,0,0,0
gaiarcd_(no mean)_normal_KL13_193504_14_0.0001_2_window_14,gaia,2,normal_KL,rcd,128,0,0.0001,0.14,0.1714285714285718,0.23161904761904842,0.2713333333333337,0.217964739229025,0,14,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.25294243288713336,0.2,0.2,0.30857142857142855,0.30857142857142855,0.217964739229025,0.06593957530962818,1.0,0,0,0,0,0,0,0,0,0
gaiacLSTM_(no mean)_normal_KL13_193721_14_0.0001_2_window_14,gaia,2,normal_KL,cLSTM,256,0,0.0001,0.2,0.22476190476190444,0.22952380952380996,0.23590476190476206,0.22570555555555555,15782450,14,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2693462041717681,0.2,0.2742857142857143,0.2742857142857143,0.32285714285714284,0.22570555555555555,0.01070074656023283,1.0,0.10219660690852574,9.785060681076049,60.98431396484375,271.32861328125,635.4318389892578,18.68917173497817,3658.428579370099,2296.7724609375,0
