scheme,dataset_name,seed,correlated_KL,architecture,hidden_layer_size,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb,temporal_mixer,disable_orth_proj,use_MoM,latent_mode,context,pool,coeff_mode,predictor
swatvlinear_(no mean)_normal_KL08_215726_14_0.0001_1_window_14,swat,1,normal_KL,vlinear,128,0,0.0001,0.25,0.25,0.35,0.35,0.31500000000000006,75301,14,0,200,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.13863942561503537,0.05,0.1,0.2,0.45,0.31500000000000006,0.04499999999999999,1.0,0.11728293895721435,8.526389335833468,0.5063667297363281,21.84619140625,999.6131613254547,4.998065806627274,5659.189193246516,5975.32177734375,1,0,0,mul,linear_attn,max,symmetric,linear
swatGVAR_(no mean)_normal_KL08_221740_14_0.0001_1_window_14,swat,1,normal_KL,GVAR,128,0,0.0001,0.25,0.325,0.325,0.475,0.35500000000000004,5950997,14,0,200,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.06394449172777214,0.0,0.0,0.0,0.2,0.35500000000000004,0.0722841614740048,1.0,0.12738271951675414,7.850358382939642,22.919620513916016,111.69189453125,386.4859621524811,1.9324298107624054,14637.012864565913,834.41748046875,1,0,0,mul,linear_attn,max,symmetric,linear
swatbaro_(no mean)_normal_KL08_222955_14_0.0001_1_window_14,swat,1,normal_KL,baro,1000,0,0.0001,0.05,0.25,0.25,0.25,0.22000000000000003,0,14,0,100,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.1653832143888631,0.05,0.25,0.25,0.3,0.22000000000000003,0.06403124237432849,1.0,0,0,0,0,0,0,0,0,0,0,tinyMoM,mul,gate,split_diff,bipartite,mlp
swattorai_(no mean)_normal_KL08_223006_14_0.0001_1_window_14,swat,1,normal_KL,torai,1000,0,0.0001,0.1,0.2,0.25,0.35,0.25,0,14,0,100,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.1934230560264818,0.1,0.2,0.25,0.35,0.25,0.08366600265340754,1.0,0,0,0,0,0,0,0,0,0,0,tinyMoM,mul,gate,split_diff,bipartite,mlp
swatrcd_(no mean)_normal_KL08_223027_14_0.0001_1_window_14,swat,1,normal_KL,rcd,1000,0,0.0001,0.0,0.0,0.0,0.3,0.1,0,14,0,100,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.1299060564758239,0.0,0.25,0.25,0.3,0.1,0.12649110640673517,1.0,0,0,0,0,0,0,0,0,0,0,tinyMoM,mul,gate,split_diff,bipartite,mlp
swatcLSTM_(no mean)_normal_KL08_223052_14_0.0001_1_window_14,swat,1,normal_KL,cLSTM,128,0,0.0001,0.3,0.35,0.35,0.35,0.34500000000000003,4732851,14,0,200,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.04719121881223953,0.0,0.0,0.05,0.1,0.34500000000000003,0.014999999999999996,1.0,0.11092184782028199,9.015356484325991,18.272762298583984,94.31982421875,433.51088070869446,5.160843817960648,5480.692886222056,2317.18896484375,1,0,0,mul,linear_attn,max,symmetric,linear
swatCUTS_PLUS_(no mean)_normal_KL08_224730_14_0.0001_1_window_14,swat,1,normal_KL,CUTS_PLUS,128,0,0.0001,0.2,0.3,0.35,0.4,0.32999999999999996,91612,14,0,200,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.19085475635475638,0.0,0.3,0.35,0.5,0.32999999999999996,0.06403124237432849,1.0,0.08770576715469361,11.401758771874382,0.567840576171875,18.15185546875,4232.803322553635,21.164016612768172,1336.4665374027236,4095.8251953125,1,0,0,mul,linear_attn,max,symmetric,linear
swatvlinear_(no mean)_normal_KL09_004419_10_0.0001_1_window_10,swat,1,normal_KL,vlinear,128,0,0.0001,0.25,0.25,0.3,0.4,0.3,74581,10,0,200,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.09431745912071554,0.0,0.1,0.15,0.3,0.3,0.05477225575051663,1.0,0.22523559331893922,4.439795616956397,0.5032539367675781,20.8427734375,1006.4747593402863,5.032373796701432,7868.851082953326,4145.41455078125,1,0,0,mul,linear_attn,max,symmetric,linear
swatGVAR_(no mean)_normal_KL09_010517_10_0.0001_1_window_10,swat,1,normal_KL,GVAR,128,0,0.0001,0.25,0.3,0.3,0.325,0.2975,4119921,10,0,200,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.03908774724446509,0.0,0.0,0.0,0.05,0.2975,0.017499999999999998,1.0,0.12275997400283814,8.14597761300341,15.934619903564453,82.76806640625,387.589239358902,1.93794619679451,20433.487815863693,595.97900390625,1,0,0,mul,linear_attn,max,symmetric,linear
swatbaro_(no mean)_normal_KL09_011742_10_0.0001_1_window_10,swat,1,normal_KL,baro,1000,0,0.0001,0.05,0.25,0.25,0.25,0.21000000000000002,0,10,0,100,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.14952171940102224,0.05,0.25,0.25,0.3,0.21000000000000002,0.08,1.0,0,0,0,0,0,0,0,0,0,0,tinyMoM,mul,gate,split_diff,bipartite,mlp
swattorai_(no mean)_normal_KL09_011753_10_0.0001_1_window_10,swat,1,normal_KL,torai,1000,0,0.0001,0.1,0.2,0.25,0.3,0.22999999999999998,0,10,0,100,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.19304850351436817,0.1,0.2,0.25,0.3,0.22999999999999998,0.055677643628300216,1.0,0,0,0,0,0,0,0,0,0,0,tinyMoM,mul,gate,split_diff,bipartite,mlp
