scheme,dataset_name,seed,correlated_KL,architecture,hidden_layer_size,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb,temporal_mixer,disable_orth_proj,use_MoM,latent_mode,context,pool,coeff_mode,predictor,batch_size
vlinear_batadal_ws_4_seed_1_numvars_43_20_110551_,batadal,1,normal_KL,vlinear,128,0,0.0001,0.0,0.047619047619047616,0.08571428571428573,0.15952380952380954,0.07489795918367347,72453,4,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.20382124141522637,0.0,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.07489795918367347,0.04672429554878337,1.0,0.14286443165370397,6.999642867189984,0.485626220703125,19.22802734375,5.260020732879639,0.15939456766301935,10991.591656397937,609.47412109375,1,0,0,mul,linear_attn,max,symmetric,linear,512
vlinear_batadal_ws_8_seed_1_numvars_43_20_110621_,batadal,1,normal_KL,vlinear,128,0,0.0001,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.2261904761904762,0.2083673469387755,73141,8,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.36080586080586086,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.2083673469387755,0.04281236187597908,1.0,0.159822906766619,6.256925369654598,0.488433837890625,20.10595703125,23.204923391342163,0.11602461695671082,7550.121887726969,1410.9072265625,1,0,0,mul,linear_attn,max,symmetric,linear,512
vlinear_batadal_ws_16_seed_1_numvars_43_20_110742_,batadal,1,normal_KL,vlinear,128,0,0.0001,0.2857142857142857,0.19047619047619047,0.1142857142857143,0.16904761904761906,0.169421768707483,74517,16,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.36972789115646254,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.169421768707483,0.06324655014199362,1.0,0.16736759458269393,5.974872271381748,0.494415283203125,21.86572265625,20.60756516456604,0.1030378258228302,4241.160918432087,2550.82763671875,1,0,0,mul,linear_attn,max,symmetric,linear,512
vlinear_batadal_ws_24_seed_1_numvars_43_20_110857_,batadal,1,normal_KL,vlinear,128,0,0.0001,0.14285714285714285,0.14285714285714285,0.21904761904761902,0.2785714285714286,0.21739795918367344,75893,24,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.14797252234227024,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.21739795918367344,0.06096980521493911,1.0,0.15386135237557547,6.499357925562753,0.500885009765625,23.6240234375,20.737716674804688,0.10368858337402344,2816.1248856752463,2622.60107421875,1,0,0,mul,linear_attn,max,symmetric,linear,512
vlinear_batadal_ws_32_seed_1_numvars_43_20_111019_,batadal,1,normal_KL,vlinear,128,0,0.0001,0.2857142857142857,0.23809523809523808,0.19047619047619047,0.2928571428571428,0.25323129251700677,77269,32,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.10208333333333333,0.0,0.0,0.0,0.7142857142857143,0.25323129251700677,0.044646015437358744,1.0,0.17142452512468612,5.833471023312721,0.507843017578125,25.3837890625,20.681623935699463,0.10340811967849732,2108.151668145368,2625.53662109375,1,0,0,mul,linear_attn,max,symmetric,linear,512
vlinear_batadal_ws_4_seed_2_numvars_43_20_111137_,batadal,2,normal_KL,vlinear,128,0,0.0001,0.0,0.047619047619047616,0.1142857142857143,0.16428571428571428,0.10979591836734695,72453,4,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3242063492063492,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.10979591836734695,0.05242749059065313,1.0,0.1856715338570731,5.38585522091816,0.485626220703125,19.22802734375,43.27394962310791,0.21636974811553955,8097.250263768146,609.47412109375,1,0,0,mul,linear_attn,max,symmetric,linear,512
vlinear_batadal_ws_8_seed_2_numvars_43_20_111348_,batadal,2,normal_KL,vlinear,128,0,0.0001,0.14285714285714285,0.2857142857142857,0.19999999999999998,0.230952380952381,0.222891156462585,73141,8,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.39056776556776557,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.222891156462585,0.056124520679140595,1.0,0.27615233830043245,3.6211896888306523,0.488433837890625,20.10595703125,24.246177673339844,0.12123088836669922,7225.881223853405,1410.9072265625,1,0,0,mul,linear_attn,max,symmetric,linear,512
vlinear_batadal_ws_16_seed_2_numvars_43_20_111514_,batadal,2,normal_KL,vlinear,128,0,0.0001,0.2857142857142857,0.14285714285714285,0.1142857142857143,0.14047619047619048,0.14193877551020406,74517,16,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.40362811791383224,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.14193877551020406,0.05120172995379614,1.0,0.18300162042890275,5.4644324878451345,0.494415283203125,21.86572265625,22.07773518562317,0.11038867592811584,3958.73939356398,2550.82763671875,1,0,0,mul,linear_attn,max,symmetric,linear,512
vlinear_batadal_ws_24_seed_2_numvars_43_20_111645_,batadal,2,normal_KL,vlinear,128,0,0.0001,0.14285714285714285,0.14285714285714285,0.19047619047619047,0.25,0.1963265306122449,75893,24,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.14750566893424036,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.1963265306122449,0.040931470241652376,1.0,0.18184549467904226,5.49917391005481,0.500885009765625,23.6240234375,21.350002765655518,0.10675001382827759,2735.362643322211,2622.60107421875,1,0,0,mul,linear_attn,max,symmetric,linear,512
vlinear_batadal_ws_32_seed_2_numvars_43_20_111809_,batadal,2,normal_KL,vlinear,128,0,0.0001,0.14285714285714285,0.23809523809523808,0.19047619047619047,0.29761904761904756,0.2358503401360544,77269,32,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.11575577200577203,0.0,0.0,0.14285714285714285,0.5714285714285714,0.2358503401360544,0.044764851132275775,1.0,0.18485481398446219,5.409650841357338,0.507843017578125,25.3837890625,21.010452032089233,0.10505226016044616,2075.1576374182614,2625.53662109375,1,0,0,mul,linear_attn,max,symmetric,linear,512
