scheme,dataset_name,seed,correlated_KL,architecture,hidden_layer_size,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb,temporal_mixer,disable_orth_proj,use_MoM
aiopsrcd_(no mean)_normal_KL03_063628_20_0.0001_1_window_20,aiops,1,normal_KL,rcd,128,0,0.0001,0.09698996655518395,0.09698996655518395,0.15518394648829423,0.17030843552582667,0.13831448744492214,0,20,0,100,0,0,0,0,40,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.36780936454849494,0.09698996655518395,0.3879598662207358,0.8561872909698997,1.0,0.13831448744492214,0.027967874677691355,0.21056338028169014,0,0,0,0,0,0,0,0,0,0,tinyMoM
aiopsGVAR_(no mean)_normal_KL03_064228_20_0.0001_1_window_20,aiops,1,normal_KL,GVAR,256,0,0.0001,0.21070234113712374,0.19175027870680042,0.22541806020066876,0.28851727982162756,0.23175532197271326,9262272,20,0,200,0,0,0,0,40,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4378852718212646,0.38127090301003347,0.41471571906354515,0.45484949832775917,0.5451505016722408,0.23175532197271326,0.029939101351998048,0.21056338028169014,0.06708624610135387,14.906185069428396,36.102081298828125,160.51611328125,5.6296586990356445,0.268078985668364,17129.279971540498,455.0908203125,0,0,tinyMoM
aiopstorai_(no mean)_normal_KL03_064344_20_0.0001_1_window_20,aiops,1,normal_KL,torai,128,0,0.0001,0.2140468227424749,0.3511705685618734,0.386622073578596,0.38260869565217315,0.3562523225566705,0,20,0,100,0,0,0,0,50,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4062992866383479,0.2140468227424749,0.5585284280936454,0.5852842809364549,0.7792642140468228,0.3562523225566705,0.052148262834261584,0.21056338028169014,0,0,0,0,0,0,0,0,0,0,tinyMoM
aiopsbaro_(no mean)_normal_KL03_065257_20_0.0001_1_window_20,aiops,1,normal_KL,baro,128,0,0.0001,0.3177257525083612,0.3534002229654398,0.3163879598662201,0.34113712374581967,0.3302147369538674,0,20,0,100,0,0,0,0,50,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.33760249783661156,0.20066889632107024,0.44816053511705684,0.44816053511705684,0.5919732441471572,0.3302147369538674,0.016001444943826323,0.21056338028169014,0,0,0,0,0,0,0,0,0,0,tinyMoM
aiopsrcd_(no mean)_normal_KL03_065423_20_0.0001_1_window_20,aiops,1,normal_KL,rcd,128,0,0.0001,0.2909698996655518,0.2263099219620956,0.17458193979933104,0.1939799331103676,0.20375975473801552,0,20,0,100,0,0,0,0,50,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.21704824161345904,0.09698996655518395,0.2909698996655518,0.2909698996655518,0.43478260869565216,0.20375975473801552,0.03165296200678681,0.21056338028169014,0,0,0,0,0,0,0,0,0,0,tinyMoM
aiopsGVAR_(no mean)_normal_KL03_070140_20_0.0001_1_window_20,aiops,1,normal_KL,GVAR,256,0,0.0001,0.2408026755852843,0.24303232998885166,0.24994425863991054,0.2628762541806023,0.24840672612411746,13705612,20,0,200,0,0,0,0,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.42019339905280867,0.34448160535117056,0.431438127090301,0.4782608695652174,0.5484949832775919,0.24840672612411746,0.012221657599820265,0.21056338028169014,0.0947529097464571,10.553765606521555,53.061805725097656,231.84326171875,67.45896887779236,0.3372948443889618,13614.20156990184,680.2880859375,0,0,tinyMoM
aiopstorai_(no mean)_normal_KL03_070441_20_0.0001_2_window_20,aiops,2,normal_KL,torai,128,0,0.0001,0.16666666666666666,0.27777777777777724,0.3666666666666669,0.5,0.36146825396825394,0,20,0,100,0,0,0,0,20,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.47222222222222215,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.36146825396825394,0.08929126085064717,0.12253521126760564,0,0,0,0,0,0,0,0,0,0,tinyMoM
aiopsbaro_(no mean)_normal_KL03_070920_20_0.0001_2_window_20,aiops,2,normal_KL,baro,128,0,0.0001,0.5,0.4444444444444451,0.4000000000000014,0.5555555555555554,0.45646825396825436,0,20,0,100,0,0,0,0,20,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4166666666666667,0.16666666666666666,0.6666666666666666,1.0,1.0,0.45646825396825436,0.05387744753124179,0.12253521126760564,0,0,0,0,0,0,0,0,0,0,tinyMoM
aiopsrcd_(no mean)_normal_KL03_070953_20_0.0001_2_window_20,aiops,2,normal_KL,rcd,128,0,0.0001,0.5,0.4444444444444451,0.4000000000000014,0.5555555555555554,0.45646825396825436,0,20,0,100,0,0,0,0,20,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4166666666666667,0.16666666666666666,0.6666666666666666,1.0,1.0,0.45646825396825436,0.05387744753124179,0.12253521126760564,0,0,0,0,0,0,0,0,0,0,tinyMoM
aiopsGVAR_(no mean)_normal_KL03_071307_20_0.0001_2_window_20,aiops,2,normal_KL,GVAR,256,0,0.0001,0.5,0.4444444444444451,0.4000000000000014,0.5555555555555554,0.45646825396825436,3305392,20,0,200,0,0,0,0,20,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,1.0,1.0,1.0,1.0,1.0,0.45646825396825436,0.05387744753124179,0.12253521126760564,0.0337685880989864,29.613319842354205,13.364425659179688,68.5185546875,7.151972055435181,0.34057009787786574,13483.274158868668,152.0673828125,0,0,tinyMoM
