scheme,dataset_name,seed,correlated_KL,architecture,attention_dim,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb
smdcLSTM_(no mean)_normal_KL14_062855_6_0.0001_2_window_6,smd,2,normal_KL,cLSTM,128,0,0.0001,0.25846153846153846,0.2676923076923073,0.28282051282051285,0.34730525030525045,0.29374310134310133,3273510,6,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.40803921787229175,0.25846153846153846,0.47384615384615386,0.5507692307692308,0.6553846153846153,0.29374310134310133,0.026427802280815257,1.0,0.061581905071551986,16.23853628493793,12.691558837890625,69.61669921875,1557.4412405490875,14.031002167108896,6731.735828636262,409.92822265625,1
smdCUTS_PLUS_(no mean)_normal_KL14_071732_6_0.0001_2_window_6,smd,2,normal_KL,CUTS_PLUS,128,0,0.0001,0.39384615384615385,0.3825641025641026,0.3717435897435897,0.40677533577533576,0.38550952380952375,79014,6,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.5124143572419227,0.39384615384615385,0.5753846153846154,0.6553846153846153,0.7046153846153846,0.38550952380952375,0.013927046961914697,1.0,0.06508087525000938,15.365497101237215,0.505523681640625,17.91455078125,4626.760501384735,23.133802506923676,4082.89990250117,629.54541015625,1
smdvlinear_(no mean)_normal_KL14_092130_10_0.0001_2_window_10,smd,2,normal_KL,vlinear,128,0,0.0001,0.36615384615384616,0.3687179487179488,0.34461538461538466,0.38794017094017086,0.3654543345543346,51858,10,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.485315727042837,0.36615384615384616,0.563076923076923,0.6,0.683076923076923,0.3654543345543346,0.01336686955746748,1.0,0.07796673114483173,12.82598340749198,0.402313232421875,18.78857421875,549.9229888916016,2.749614944458008,20610.88594031152,560.00537109375,1
smdGVAR_(no mean)_normal_KL14_093740_10_0.0001_2_window_10,smd,2,normal_KL,GVAR,128,0,0.0001,0.22153846153846155,0.23435897435897432,0.24179487179487177,0.29602564102564094,0.252325641025641,1870020,10,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3514019487814168,0.22153846153846155,0.37538461538461537,0.4523076923076923,0.6,0.252325641025641,0.0226661093629322,1.0,0.06250937828650842,15.997599518852244,7.337669372558594,46.06005859375,243.6865153312683,2.1190131767936373,26744.52458372753,183.03955078125,1
smdtorai_(no mean)_normal_KL14_094645_10_0.0001_2_window_10,smd,2,normal_KL,torai,128,0,0.0001,0.28307692307692306,0.2651282051282051,0.2745128205128205,0.3225848595848596,0.28828864468864474,0,10,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.38141815649511646,0.28307692307692306,0.40307692307692305,0.4523076923076923,0.5476923076923077,0.28828864468864474,0.01779322381262016,1.0,0,0,0,0,0,0,0,0,1
smdbaro_(no mean)_normal_KL14_094939_10_0.0001_2_window_10,smd,2,normal_KL,baro,128,0,0.0001,0.31384615384615383,0.3097435897435897,0.32769230769230784,0.40601343101343085,0.34053003663003667,0,10,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.43211851585601485,0.31384615384615383,0.47384615384615386,0.5292307692307693,0.6707692307692308,0.34053003663003667,0.03251024184311177,1.0,0,0,0,0,0,0,0,0,1
smdrcd_(no mean)_normal_KL14_095016_10_0.0001_2_window_10,smd,2,normal_KL,rcd,128,0,0.0001,0.003076923076923077,0.14820512820512832,0.2273333333333336,0.6202869352869352,0.30643833943833954,0,10,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4103020798189384,0.3630769230769231,0.40307692307692305,0.4153846153846154,0.4584615384615385,0.30643833943833954,0.1901942618272424,1.0,0,0,0,0,0,0,0,0,1
smdcLSTM_(no mean)_normal_KL14_095210_10_0.0001_2_window_10,smd,2,normal_KL,cLSTM,128,0,0.0001,0.20615384615384616,0.23076923076923056,0.25256410256410267,0.32137362637362643,0.25985579975579975,3273510,10,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.33967931698498327,0.20615384615384616,0.39076923076923076,0.47692307692307695,0.5815384615384616,0.25985579975579975,0.035279425830819375,1.0,0.08175407923184909,12.23180554898144,12.691558837890625,69.6611328125,1834.8619277477264,9.174309638738633,6177.24954046698,667.78515625,1
smdvlinear_(no mean)_normal_KL14_184149_20_0.0001_2_window_20,smd,2,normal_KL,vlinear,128,0,0.0001,0.38461538461538464,0.3235897435897435,0.32025641025641033,0.3744371184371185,0.3465418803418804,55718,20,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4950336493691405,0.38461538461538464,0.5292307692307693,0.6153846153846154,0.7261538461538461,0.3465418803418804,0.022646389303987075,1.0,0.08849609961876502,11.299933040076679,0.418182373046875,19.34033203125,477.12698698043823,2.3856349349021913,11877.76033350289,1156.9755859375,1
smdGVAR_(no mean)_normal_KL14_185525_20_0.0001_2_window_20,smd,2,normal_KL,GVAR,128,0,0.0001,0.16,0.1830769230769231,0.19297435897435897,0.2629316239316239,0.20323015873015873,3947820,20,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2959206216595166,0.16,0.3261538461538461,0.4153846153846154,0.5938461538461538,0.20323015873015873,0.02934659338196495,1.0,0.11226143176739033,8.907778782583456,15.263847351074219,77.84033203125,441.960978269577,2.455338768164317,11540.566363958333,353.95751953125,1
smdtorai_(no mean)_normal_KL14_190923_20_0.0001_2_window_20,smd,2,normal_KL,torai,128,0,0.0001,0.26153846153846155,0.2589743589743589,0.27061538461538454,0.32741514041514036,0.28376703296703293,0,20,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3567478713546999,0.26153846153846155,0.3723076923076923,0.4338461538461538,0.52,0.28376703296703293,0.023230830760780818,1.0,0,0,0,0,0,0,0,0,1
smdbaro_(no mean)_normal_KL14_191307_20_0.0001_2_window_20,smd,2,normal_KL,baro,128,0,0.0001,0.3323076923076923,0.3364102564102563,0.3694358974358974,0.47009279609279603,0.38585567765567763,0,20,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4653641741270318,0.3323076923076923,0.5230769230769231,0.6092307692307692,0.7446153846153846,0.38585567765567763,0.049903292504711906,1.0,0,0,0,0,0,0,0,0,1
smdrcd_(no mean)_normal_KL14_191402_20_0.0001_2_window_20,smd,2,normal_KL,rcd,128,0,0.0001,0.003076923076923077,0.14820512820512832,0.2273333333333336,0.6202869352869352,0.30643833943833954,0,20,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4103020798189384,0.3630769230769231,0.40307692307692305,0.4153846153846154,0.4584615384615385,0.30643833943833954,0.1901942618272424,1.0,0,0,0,0,0,0,0,0,1
smdcLSTM_(no mean)_normal_KL14_191639_20_0.0001_2_window_20,smd,2,normal_KL,cLSTM,128,0,0.0001,0.24923076923076923,0.23589743589743584,0.2664102564102565,0.32440659340659334,0.2744592185592186,3273510,20,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.37693587597369016,0.24923076923076923,0.4123076923076923,0.5046153846153846,0.6184615384615385,0.2744592185592186,0.028396322593395255,1.0,0.12341927014864408,8.102462433910175,12.691558837890625,69.77294921875,493.7044303417206,6.020785735874641,4706.362465477045,1291.35986328125,1
smdvlinear_(no mean)_normal_KL14_210421_20_0.0001_3_window_20,smd,3,normal_KL,vlinear,128,0,0.0001,0.31384615384615383,0.30769230769230776,0.29989743589743584,0.3300354090354091,0.3122190476190476,55718,20,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4335091366125884,0.31384615384615383,0.48307692307692307,0.5661538461538461,0.6646153846153846,0.3122190476190476,0.009381121190043593,1.0,0.13132546278146598,7.614669530341304,0.418182373046875,19.34033203125,497.542644739151,2.487713223695755,11390.380422508646,1156.9755859375,1
smdGVAR_(no mean)_normal_KL14_211906_20_0.0001_3_window_20,smd,3,normal_KL,GVAR,128,0,0.0001,0.12615384615384614,0.17333333333333337,0.20497435897435903,0.2764957264957265,0.20749731379731381,3947820,20,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.28036188082648034,0.12615384615384614,0.3169230769230769,0.4307692307692308,0.5907692307692308,0.20749731379731381,0.04488287752317282,1.0,0.1042046620295598,9.59649962413706,15.263847351074219,77.84033203125,487.5642213821411,2.739124839225512,10344.91002170314,353.95751953125,1
smdtorai_(no mean)_normal_KL14_213437_20_0.0001_3_window_20,smd,3,normal_KL,torai,128,0,0.0001,0.2523076923076923,0.26461538461538464,0.2756410256410256,0.32593284493284497,0.2857433455433455,0,20,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3529649686673437,0.2523076923076923,0.37538461538461537,0.42153846153846153,0.5138461538461538,0.2857433455433455,0.02261048086136758,1.0,0,0,0,0,0,0,0,0,1
smdbaro_(no mean)_normal_KL14_213859_20_0.0001_3_window_20,smd,3,normal_KL,baro,128,0,0.0001,0.3323076923076923,0.3364102564102563,0.3694358974358974,0.47009279609279603,0.38585567765567763,0,20,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4653641741270318,0.3323076923076923,0.5230769230769231,0.6092307692307692,0.7446153846153846,0.38585567765567763,0.049903292504711906,1.0,0,0,0,0,0,0,0,0,1
smdrcd_(no mean)_normal_KL14_213958_20_0.0001_3_window_20,smd,3,normal_KL,rcd,128,0,0.0001,0.003076923076923077,0.14820512820512832,0.2273333333333336,0.6202869352869352,0.30643833943833954,0,20,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4103020798189384,0.3630769230769231,0.40307692307692305,0.4153846153846154,0.4584615384615385,0.30643833943833954,0.1901942618272424,1.0,0,0,0,0,0,0,0,0,1
smdcLSTM_(no mean)_normal_KL14_214254_20_0.0001_3_window_20,smd,3,normal_KL,cLSTM,128,0,0.0001,0.27076923076923076,0.2728205128205129,0.2772307692307693,0.3091221001221001,0.2823428571428572,3273510,20,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.37828357334248847,0.27076923076923076,0.4276923076923077,0.4676923076923077,0.5661538461538461,0.2823428571428572,0.013622605132699497,1.0,0.10736235838669997,9.314251428775243,12.691558837890625,69.77294921875,690.1554157733917,6.9015541577339174,4105.741888331997,1291.35986328125,1
smdvlinear_(no mean)_normal_KL16_143252_4_0.0001_3_window_4,smd,3,normal_KL,vlinear,128,0,0.0001,0.4461538461538462,0.44205128205128214,0.4534871794871795,0.498846153846154,0.4646689865689867,49542,4,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.5725292286522752,0.4461538461538462,0.6430769230769231,0.7169230769230769,0.803076923076923,0.4646689865689867,0.020664907158655748,1.0,0.12047347068786621,8.300582645210682,0.393157958984375,18.45849609375,1220.994292974472,6.10497146487236,23207.31567956021,212.60009765625,1
smdGVAR_(no mean)_normal_KL16_151048_4_0.0001_3_window_4,smd,3,normal_KL,GVAR,128,0,0.0001,0.25846153846153846,0.23999999999999982,0.2634358974358974,0.2938058608058607,0.26460989010989,623340,4,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.36588272046466175,0.25846153846153846,0.38153846153846155,0.4676923076923077,0.5753846153846154,0.26460989010989,0.015832919359780522,1.0,0.11401220028217023,8.770991152921244,2.5819625854492188,26.9921875,700.8866641521454,5.744972656984798,24661.562109916045,78.05517578125,1
smdtorai_(no mean)_normal_KL16_153602_4_0.0001_3_window_4,smd,3,normal_KL,torai,128,0,0.0001,0.48923076923076925,0.4323076923076923,0.4744615384615387,0.5915152625152624,0.5043857142857142,0,4,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.6083254290544735,0.48923076923076925,0.6615384615384615,0.7384615384615385,0.8553846153846154,0.5043857142857142,0.051238807211664066,1.0,0,0,0,0,0,0,0,0,1
smdbaro_(no mean)_normal_KL16_153825_4_0.0001_3_window_4,smd,3,normal_KL,baro,128,0,0.0001,0.52,0.46307692307692316,0.5182051282051281,0.6216007326007328,0.5369553113553114,0,4,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.6327201623610159,0.52,0.6923076923076923,0.76,0.8523076923076923,0.5369553113553114,0.05171370742972196,1.0,0,0,0,0,0,0,0,0,1
smdrcd_(no mean)_normal_KL16_153949_4_0.0001_3_window_4,smd,3,normal_KL,rcd,128,0,0.0001,0.003076923076923077,0.14820512820512832,0.2273333333333336,0.6202869352869352,0.30643833943833954,0,4,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4103020798189384,0.3630769230769231,0.40307692307692305,0.4153846153846154,0.4584615384615385,0.30643833943833954,0.1901942618272424,1.0,0,0,0,0,0,0,0,0,1
smdcLSTM_(no mean)_normal_KL17_021601_4_0.0001_3_window_4,smd,3,normal_KL,cLSTM,128,0,0.0001,0.40923076923076923,0.34256410256410214,0.3526666666666668,0.4401184371184371,0.38031819291819285,3273510,4,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.09540436958014226,0.021538461538461538,0.06153846153846154,0.09538461538461539,0.22153846153846155,0.38031819291819285,0.03456373236773128,1.0,0.1457737159729004,6.859947236207533,12.691558837890625,70.2177734375,3630.625068426132,37.429124416764246,3785.287585742789,282.82568359375,1
smdCUTS_PLUS_(no mean)_normal_KL17_041309_4_0.0001_3_window_4,smd,3,normal_KL,CUTS_PLUS,128,0,0.0001,0.4246153846153846,0.4343589743589743,0.45425641025641006,0.5044529914529915,0.45811416361416357,79014,4,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.09445728846772015,0.018461538461538463,0.04923076923076923,0.10461538461538461,0.25846153846153846,0.45811416361416357,0.027610105329246647,1.0,0.14870477969829854,6.72473340822576,0.505523681640625,17.9130859375,7409.6820504665375,37.04841025233269,3824.1856812487486,417.83447265625,1
smdcLSTM_(no mean)_normal_KL17_073233_6_0.0001_3_window_6,smd,3,normal_KL,cLSTM,128,0,0.0001,0.2923076923076923,0.2599999999999996,0.29425641025641047,0.37293528693528716,0.30575421245421247,3273510,6,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.08388113892739446,0.018461538461538463,0.043076923076923075,0.07384615384615385,0.16615384615384615,0.30575421245421247,0.03494543379489338,1.0,0.10578361511230469,9.453259835545936,12.691558837890625,69.61669921875,3703.0730040073395,22.442866690953572,4208.597827570431,409.92822265625,1
smdCUTS_PLUS_(no mean)_normal_KL17_091050_6_0.0001_3_window_6,smd,3,normal_KL,CUTS_PLUS,128,0,0.0001,0.37846153846153846,0.33435897435897416,0.3276923076923078,0.3678669108669109,0.3467882783882784,79014,6,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.11733878189016993,0.03076923076923077,0.08307692307692308,0.14461538461538462,0.27692307692307694,0.3467882783882784,0.01843396114440648,1.0,0.07936631276057317,12.599804189174458,0.505523681640625,17.91455078125,7396.122916936874,36.980614584684375,2554.121965271988,629.54541015625,1
smdcLSTM_(no mean)_normal_KL18_115801_10_0.0001_2_window_10,smd,2,normal_KL,cLSTM,128,0,0.0001,0.20615384615384616,0.23076923076923056,0.25256410256410267,0.32137362637362643,0.25985579975579975,3273510,10,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.10369285142435494,0.033846153846153845,0.06769230769230769,0.12,0.2246153846153846,0.25985579975579975,0.035279425830819375,1.0,0.09287821769714355,10.766787141208834,12.691558837890625,69.6611328125,2431.848205804825,12.159241029024123,4660.817222450305,667.78515625,1
smdcLSTM_(no mean)_normal_KL18_130227_20_0.0001_2_window_20,smd,2,normal_KL,cLSTM,128,0,0.0001,0.24923076923076923,0.23589743589743584,0.2664102564102565,0.32440659340659334,0.2744592185592186,3273510,20,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.15883837619044774,0.04923076923076923,0.07692307692307693,0.16615384615384615,0.5876923076923077,0.2744592185592186,0.028396322593395255,1.0,0.09381097353421725,10.659733742505649,12.691558837890625,69.77294921875,555.3422212600708,6.772466112927693,4184.00026334728,1291.35986328125,1
smdCUTS_PLUS_(no mean)_normal_KL18_133102_10_0.0001_2_window_10,smd,2,normal_KL,CUTS_PLUS,128,0,0.0001,0.3507692307692308,0.32666666666666655,0.3258461538461538,0.3521697191697192,0.3342142857142857,79014,10,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.14257715034957244,0.052307692307692305,0.12615384615384614,0.1753846153846154,0.27692307692307694,0.3342142857142857,0.010168521571727743,1.0,0.0721015842144306,13.869320777002532,0.505523681640625,17.91748046875,6456.408579349518,32.28204289674759,1755.527064419758,1053.4453125,1
smdCUTS_PLUS_(no mean)_normal_KL18_204028_20_0.0001_2_window_20,smd,2,normal_KL,CUTS_PLUS,128,0,0.0001,0.3446153846153846,0.3133333333333333,0.3046666666666667,0.3493015873015875,0.325915873015873,79014,20,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.14198081596639137,0.04923076923076923,0.12307692307692308,0.17846153846153845,0.25846153846153846,0.325915873015873,0.01575030870710281,1.0,0.07337844041677621,13.627981111620548,0.505523681640625,17.92529296875,5681.53547334671,28.40767736673355,997.4768311464461,2199.96875,1
smdCUTS_PLUS_(no mean)_normal_KL29_060802_4_0.0001_1_window_4,smd,1,normal_KL,CUTS_PLUS,128,0,0.0001,0.4338461538461538,0.41538461538461546,0.42446153846153833,0.4673833943833946,0.43684798534798536,79014,4,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.14510182516727393,0.024615384615384615,0.09538461538461539,0.2153846153846154,0.52,0.43684798534798536,0.015557183103854738,1.0,0.07743730104886569,12.913673209878072,0.505523681640625,17.9130859375,4743.197735309601,23.715988676548005,5974.028826388457,417.83447265625,1,0
smdvlinear_(no mean)_normal_KL29_081752_4_0.0001_1_window_4,smd,1,normal_KL,vlinear,128,0,0.0001,0.48923076923076925,0.4707692307692309,0.47948717948717945,0.524606837606838,0.4923859584859585,49542,4,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.10107355702954528,0.003076923076923077,0.06153846153846154,0.12615384615384614,0.36923076923076925,0.4923859584859585,0.01663382958875364,1.0,0.07713584166306715,12.964141940241545,0.393157958984375,18.45849609375,840.4361424446106,4.202180712223053,33715.82749592126,212.59912109375,1,0
smdGVAR_(no mean)_normal_KL29_084321_4_0.0001_1_window_4,smd,1,normal_KL,GVAR,128,0,0.0001,0.2246153846153846,0.22512820512820506,0.23687179487179497,0.2781318681318682,0.24542393162393164,623340,4,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.10454069376338217,0.015384615384615385,0.06461538461538462,0.12615384615384614,0.28,0.24542393162393164,0.019309349925798323,1.0,0.1072186829493596,9.326732734371578,2.5819625854492188,26.9921875,382.89478635787964,3.2176032467048707,44032.77506171517,78.05517578125,1,0
smdcLSTM_(no mean)_normal_KL29_085815_4_0.0001_1_window_4,smd,1,normal_KL,cLSTM,128,0,0.0001,0.39692307692307693,0.3343589743589741,0.34794871794871796,0.44106349206349216,0.3786992673992674,3273510,4,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.08157796650646748,0.006153846153846154,0.04923076923076923,0.09230769230769231,0.21846153846153846,0.3786992673992674,0.03726796915982129,1.0,0.06965666844294621,14.356127307740413,12.691558837890625,70.2177734375,2756.473911046982,22.59404845120477,6270.677886965639,282.82568359375,1,0
smdtorai_(no mean)_normal_KL29_102043_4_0.0001_1_window_4,smd,1,normal_KL,torai,128,0,0.0001,0.48923076923076925,0.4323076923076923,0.4744615384615387,0.5915152625152624,0.5043857142857142,0,4,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.6083254290544735,0.48923076923076925,0.6615384615384615,0.7384615384615385,0.8553846153846154,0.5043857142857142,0.051238807211664066,1.0,0,0,0,0,0,0,0,0,1,0
smdbaro_(no mean)_normal_KL29_102208_4_0.0001_1_window_4,smd,1,normal_KL,baro,128,0,0.0001,0.52,0.46307692307692316,0.5182051282051281,0.6216007326007328,0.5369553113553114,0,4,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.6327201623610159,0.52,0.6923076923076923,0.76,0.8523076923076923,0.5369553113553114,0.05171370742972196,1.0,0,0,0,0,0,0,0,0,1,0
smdrcd_(no mean)_normal_KL29_102251_4_0.0001_1_window_4,smd,1,normal_KL,rcd,128,0,0.0001,0.003076923076923077,0.14820512820512832,0.2273333333333336,0.6202869352869352,0.30643833943833954,0,4,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4103020798189384,0.3630769230769231,0.40307692307692305,0.4153846153846154,0.4584615384615385,0.30643833943833954,0.1901942618272424,1.0,0,0,0,0,0,0,0,0,1,0
smdCUTS_PLUS_(no mean)_normal_KL29_102447_6_0.0001_1_window_6,smd,1,normal_KL,CUTS_PLUS,128,0,0.0001,0.38153846153846155,0.3702564102564105,0.3673846153846154,0.41943589743589726,0.385178021978022,79014,6,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.13123431619261294,0.036923076923076927,0.08615384615384615,0.14461538461538462,0.35384615384615387,0.385178021978022,0.018139615631216997,1.0,0.09884797903207632,10.116544716361863,0.505523681640625,17.91455078125,4963.01965713501,24.81509828567505,3806.271444611793,629.54541015625,1,0
smdvlinear_(no mean)_normal_KL29_124132_6_0.0001_1_window_6,smd,1,normal_KL,vlinear,128,0,0.0001,0.39076923076923076,0.38974358974358947,0.40435897435897444,0.45554578754578773,0.41402905982905985,50314,6,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.12317151423886195,0.036923076923076927,0.09846153846153846,0.15692307692307692,0.3292307692307692,0.41402905982905985,0.023084399134000434,1.0,0.07839048899137056,12.756649599546224,0.39617919921875,18.5693359375,678.2329249382019,3.3911646246910094,27852.673182625633,320.10693359375,1,0
smdGVAR_(no mean)_normal_KL29_130127_6_0.0001_1_window_6,smd,1,normal_KL,GVAR,128,0,0.0001,0.2,0.20666666666666664,0.22297435897435888,0.29518315018315006,0.23626642246642243,1038900,6,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.13489663891273473,0.024615384615384615,0.07692307692307693,0.20307692307692307,0.42153846153846153,0.23626642246642243,0.03326956072158098,1.0,0.09321286054757925,10.728133372642967,4.167198181152344,33.34814453125,285.43670749664307,2.6676327803424584,35407.04728777345,111.46142578125,1,0
