scheme,dataset_name,seed,correlated_KL,architecture,attention_dim,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb
smdcLSTM_(no mean)_normal_KL29_131331_6_0.0001_1_window_6,smd,1,normal_KL,cLSTM,128,0,0.0001,0.37846153846153846,0.28717948717948677,0.28717948717948727,0.3429255189255189,0.3156141636141635,3273510,6,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.12042268928015162,0.033846153846153845,0.046153846153846156,0.09846153846153846,0.3230769230769231,0.3156141636141635,0.02776942044977781,1.0,0.07329181891221266,13.64408763272444,12.691558837890625,69.61669921875,2063.97429394722,16.251766094072597,5811.860658913202,409.92822265625,1,0
smdtorai_(no mean)_normal_KL29_141456_6_0.0001_1_window_6,smd,1,normal_KL,torai,128,0,0.0001,0.31076923076923074,0.2846153846153846,0.31461538461538463,0.39371794871794885,0.3289575091575091,0,6,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4232168312470727,0.31076923076923074,0.4430769230769231,0.5446153846153846,0.6307692307692307,0.3289575091575091,0.03782561819571127,1.0,0,0,0,0,0,0,0,0,1,0
smdbaro_(no mean)_normal_KL29_141800_6_0.0001_1_window_6,smd,1,normal_KL,baro,128,0,0.0001,0.31384615384615383,0.3194871794871795,0.34225641025641024,0.43744322344322356,0.3611345543345543,0,6,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.437954297223541,0.31384615384615383,0.47384615384615386,0.5538461538461539,0.7046153846153846,0.3611345543345543,0.04302601900421236,1.0,0,0,0,0,0,0,0,0,1,0
smdrcd_(no mean)_normal_KL29_141843_6_0.0001_1_window_6,smd,1,normal_KL,rcd,128,0,0.0001,0.003076923076923077,0.14820512820512832,0.2273333333333336,0.6202869352869352,0.30643833943833954,0,6,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4103020798189384,0.3630769230769231,0.40307692307692305,0.4153846153846154,0.4584615384615385,0.30643833943833954,0.1901942618272424,1.0,0,0,0,0,0,0,0,0,1,0
smdCUTS_PLUS_(no mean)_normal_KL29_142059_10_0.0001_1_window_10,smd,1,normal_KL,CUTS_PLUS,128,0,0.0001,0.3261538461538461,0.3138461538461536,0.31292307692307686,0.3826507936507935,0.3335831501831501,79014,10,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.14346383031028473,0.04923076923076923,0.11692307692307692,0.18461538461538463,0.32,0.3335831501831501,0.02258453088975753,1.0,0.07014278705303485,14.256633390456834,0.505523681640625,17.91748046875,5760.6833074092865,28.80341653704643,1967.5443684643974,1053.4453125,1,0
smdvlinear_(no mean)_normal_KL29_165638_10_0.0001_1_window_10,smd,1,normal_KL,vlinear,128,0,0.0001,0.25846153846153846,0.26820512820512815,0.2674871794871795,0.28948595848595854,0.27331062271062273,51858,10,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.11683219696269025,0.04,0.06769230769230769,0.12,0.30153846153846153,0.27331062271062273,0.008523208642699688,1.0,0.11538120269775391,8.666923004950325,0.402313232421875,18.78857421875,563.1648571491241,2.8158242857456206,20126.255848735764,560.00537109375,1,0
smdGVAR_(no mean)_normal_KL29_171357_10_0.0001_1_window_10,smd,1,normal_KL,GVAR,128,0,0.0001,0.17846153846153845,0.18564102564102564,0.2061538461538462,0.2738376068376068,0.218576800976801,1870020,10,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.10602879443518051,0.027692307692307693,0.07692307692307693,0.10153846153846154,0.2246153846153846,0.218576800976801,0.03152608421837535,1.0,0.09765647741464469,10.239976153901685,7.337669372558594,46.06005859375,260.0422775745392,2.3640207052230835,23972.717275609513,183.03955078125,1,0
smdcLSTM_(no mean)_normal_KL29_172504_10_0.0001_1_window_10,smd,1,normal_KL,cLSTM,128,0,0.0001,0.21846153846153846,0.21384615384615377,0.2543589743589745,0.3194749694749694,0.2596426129426129,3273510,10,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.11854256483475167,0.033846153846153845,0.07076923076923076,0.12307692307692308,0.2923076923076923,0.2596426129426129,0.03887541642394186,1.0,0.08410119716937725,11.890437159723547,12.691558837890625,69.6611328125,748.3477246761322,10.845619198204815,5225.3355907406785,667.78515625,1,0
smdtorai_(no mean)_normal_KL29_175646_10_0.0001_1_window_10,smd,1,normal_KL,torai,128,0,0.0001,0.27076923076923076,0.25641025641025644,0.2725128205128205,0.32211965811965815,0.28314432234432235,0,10,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.37102917779406547,0.27076923076923076,0.38769230769230767,0.4553846153846154,0.5384615384615384,0.28314432234432235,0.02140318040963742,1.0,0,0,0,0,0,0,0,0,1,0
smdbaro_(no mean)_normal_KL29_180022_10_0.0001_1_window_10,smd,1,normal_KL,baro,128,0,0.0001,0.31384615384615383,0.3097435897435897,0.32769230769230784,0.40601343101343085,0.34053003663003667,0,10,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.43211851585601485,0.31384615384615383,0.47384615384615386,0.5292307692307693,0.6707692307692308,0.34053003663003667,0.03251024184311177,1.0,0,0,0,0,0,0,0,0,1,0
smdrcd_(no mean)_normal_KL29_180118_10_0.0001_1_window_10,smd,1,normal_KL,rcd,128,0,0.0001,0.003076923076923077,0.14820512820512832,0.2273333333333336,0.6202869352869352,0.30643833943833954,0,10,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4103020798189384,0.3630769230769231,0.40307692307692305,0.4153846153846154,0.4584615384615385,0.30643833943833954,0.1901942618272424,1.0,0,0,0,0,0,0,0,0,1,0
smdCUTS_PLUS_(no mean)_normal_KL29_180337_20_0.0001_1_window_20,smd,1,normal_KL,CUTS_PLUS,128,0,0.0001,0.3292307692307692,0.3107692307692307,0.31276923076923085,0.37604029304029324,0.3308862026862027,79014,20,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.15092314061213385,0.055384615384615386,0.12307692307692308,0.19076923076923077,0.3384615384615385,0.3308862026862027,0.0221945045564519,1.0,0.06688895298884465,14.950151786151807,0.505523681640625,17.92529296875,5583.750312328339,27.91875156164169,1014.9450965755782,2199.96875,1,0
smdvlinear_(no mean)_normal_KL29_202931_20_0.0001_1_window_20,smd,1,normal_KL,vlinear,128,0,0.0001,0.40615384615384614,0.31846153846153846,0.32492307692307676,0.36440415140415144,0.34697448107448103,55718,20,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.13852825966438406,0.04923076923076923,0.10461538461538461,0.18153846153846154,0.3292307692307692,0.34697448107448103,0.024394212582259895,1.0,0.0921577945122352,10.850954119428676,0.418182373046875,19.34033203125,509.9613299369812,2.549806649684906,11112.999490962045,1156.9755859375,1,0
smdGVAR_(no mean)_normal_KL29_204306_20_0.0001_1_window_20,smd,1,normal_KL,GVAR,128,0,0.0001,0.15076923076923077,0.16153846153846163,0.17123076923076921,0.22872771672771675,0.1823851037851038,3947820,20,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.07112248354961423,0.006153846153846154,0.036923076923076927,0.06153846153846154,0.13538461538461538,0.1823851037851038,0.023465230819277396,1.0,0.06521598742558406,15.33366340793458,15.263847351074219,77.84033203125,341.54448890686035,1.9857237727143044,14269.859881501674,353.95751953125,1,0
smdcLSTM_(no mean)_normal_KL29_205345_20_0.0001_1_window_20,smd,1,normal_KL,cLSTM,128,0,0.0001,0.20307692307692307,0.19487179487179493,0.2314871794871797,0.2734004884004884,0.229915750915751,3273510,20,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.10305229845404024,0.033846153846153845,0.06461538461538462,0.11692307692307692,0.2246153846153846,0.229915750915751,0.026449831015465386,1.0,0.08699301939744215,11.495175209764048,12.691558837890625,69.77294921875,428.3520359992981,5.636210999990764,5027.490986417371,1291.35986328125,1,0
smdtorai_(no mean)_normal_KL29_210945_20_0.0001_1_window_20,smd,1,normal_KL,torai,128,0,0.0001,0.25846153846153846,0.2641025641025641,0.27815384615384603,0.32778266178266185,0.28650341880341884,0,20,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.35520019192166574,0.25846153846153846,0.37846153846153846,0.4307692307692308,0.5107692307692308,0.28650341880341884,0.02311870930485947,1.0,0,0,0,0,0,0,0,0,1,0
smdbaro_(no mean)_normal_KL29_211230_20_0.0001_1_window_20,smd,1,normal_KL,baro,128,0,0.0001,0.3323076923076923,0.3364102564102563,0.3694358974358974,0.47009279609279603,0.38585567765567763,0,20,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4653641741270318,0.3323076923076923,0.5230769230769231,0.6092307692307692,0.7446153846153846,0.38585567765567763,0.049903292504711906,1.0,0,0,0,0,0,0,0,0,1,0
smdrcd_(no mean)_normal_KL29_211316_20_0.0001_1_window_20,smd,1,normal_KL,rcd,128,0,0.0001,0.003076923076923077,0.14820512820512832,0.2273333333333336,0.6202869352869352,0.30643833943833954,0,20,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4103020798189384,0.3630769230769231,0.40307692307692305,0.4153846153846154,0.4584615384615385,0.30643833943833954,0.1901942618272424,1.0,0,0,0,0,0,0,0,0,1,0
smdCUTS_PLUS_(no mean)_normal_KL29_211521_4_0.0001_2_window_4,smd,2,normal_KL,CUTS_PLUS,128,0,0.0001,0.4523076923076923,0.4123076923076923,0.4182564102564101,0.46837728937728923,0.43447167277167276,79014,4,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.11656841602267932,0.024615384615384615,0.07692307692307693,0.12923076923076923,0.2676923076923077,0.43447167277167276,0.01885901853172778,1.0,0.08185240085308368,12.217112626847602,0.505523681640625,17.9130859375,4396.757990598679,21.983789952993394,6444.748621732001,417.83447265625,1,0
smdvlinear_(no mean)_normal_KL29_231307_4_0.0001_2_window_4,smd,2,normal_KL,vlinear,128,0,0.0001,0.4338461538461538,0.4384615384615383,0.4414871794871795,0.48262637362637373,0.4558775335775337,49542,4,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.11162243975731986,0.015384615384615385,0.07692307692307693,0.15692307692307692,0.36,0.4558775335775337,0.018199663965988853,1.0,0.09114806175231933,10.971160338190671,0.393157958984375,18.45849609375,813.6230380535126,4.068115190267563,34826.939104121484,212.59912109375,1,0
smdGVAR_(no mean)_normal_KL29_233645_4_0.0001_2_window_4,smd,2,normal_KL,GVAR,128,0,0.0001,0.23384615384615384,0.23794871794871805,0.23456410256410248,0.2774090354090354,0.2489115995115995,623340,4,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.08777961227203072,0.012307692307692308,0.055384615384615386,0.1076923076923077,0.18153846153846154,0.2489115995115995,0.014847718663681907,1.0,0.06529090881347656,15.316068012727555,2.5819625854492188,26.9921875,373.5372369289398,2.7669424957699245,51204.53360219775,78.05517578125,1,0
smdcLSTM_(no mean)_normal_KL29_235051_4_0.0001_2_window_4,smd,2,normal_KL,cLSTM,128,0,0.0001,0.38461538461538464,0.3389743589743587,0.36943589743589755,0.45163858363858367,0.39002442002442,3273510,4,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.1273785879718003,0.015384615384615385,0.06153846153846154,0.1076923076923077,0.5846153846153846,0.39002442002442,0.03944083083720887,1.0,0.08120746465829702,12.31413890592174,12.691558837890625,70.2177734375,4175.957409858704,20.87978704929352,6785.509817007153,282.82568359375,1,0
smdtorai_(no mean)_normal_KL30_013636_4_0.0001_2_window_4,smd,2,normal_KL,torai,128,0,0.0001,0.48923076923076925,0.4323076923076923,0.4744615384615387,0.5915152625152624,0.5043857142857142,0,4,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.6083254290544735,0.48923076923076925,0.6615384615384615,0.7384615384615385,0.8553846153846154,0.5043857142857142,0.051238807211664066,1.0,0,0,0,0,0,0,0,0,1,0
smdbaro_(no mean)_normal_KL30_013744_4_0.0001_2_window_4,smd,2,normal_KL,baro,128,0,0.0001,0.52,0.46307692307692316,0.5182051282051281,0.6216007326007328,0.5369553113553114,0,4,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.6327201623610159,0.52,0.6923076923076923,0.76,0.8523076923076923,0.5369553113553114,0.05171370742972196,1.0,0,0,0,0,0,0,0,0,1,0
smdrcd_(no mean)_normal_KL30_013828_4_0.0001_2_window_4,smd,2,normal_KL,rcd,128,0,0.0001,0.003076923076923077,0.14820512820512832,0.2273333333333336,0.6202869352869352,0.30643833943833954,0,4,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4103020798189384,0.3630769230769231,0.40307692307692305,0.4153846153846154,0.4584615384615385,0.30643833943833954,0.1901942618272424,1.0,0,0,0,0,0,0,0,0,1,0
smdCUTS_PLUS_(no mean)_normal_KL30_014016_6_0.0001_2_window_6,smd,2,normal_KL,CUTS_PLUS,128,0,0.0001,0.39384615384615385,0.3825641025641026,0.3717435897435897,0.40677533577533576,0.38550952380952375,79014,6,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.12740268484194384,0.033846153846153845,0.09230769230769231,0.14153846153846153,0.3292307692307692,0.38550952380952375,0.013927046961914697,1.0,0.08546254524817834,11.701032272044522,0.505523681640625,17.91455078125,4690.445652008057,23.452228260040282,4027.4637852189217,629.54541015625,1,0
smdvlinear_(no mean)_normal_KL30_034612_6_0.0001_2_window_6,smd,2,normal_KL,vlinear,128,0,0.0001,0.42153846153846153,0.38461538461538436,0.38882051282051294,0.447733821733822,0.40681770451770455,50314,6,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.12012063002367931,0.027692307692307693,0.06461538461538462,0.16307692307692306,0.4,0.40681770451770455,0.02289454868233802,1.0,0.06770907402038574,14.769069204799958,0.39617919921875,18.5693359375,668.7802901268005,3.343901450634003,28246.34678814824,320.10693359375,1,0
smdGVAR_(no mean)_normal_KL30_040550_6_0.0001_2_window_6,smd,2,normal_KL,GVAR,128,0,0.0001,0.20615384615384616,0.2205128205128204,0.24210256410256406,0.30831135531135534,0.25256398046398043,1038900,6,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.12762758105751743,0.027692307692307693,0.08923076923076922,0.16,0.38769230769230767,0.25256398046398043,0.034957048931286955,1.0,0.06248872830317571,16.002886074882397,4.167198181152344,33.34814453125,275.7937972545624,2.4406530730492246,38699.887764874074,111.46142578125,1,0
smdcLSTM_(no mean)_normal_KL30_041656_6_0.0001_2_window_6,smd,2,normal_KL,cLSTM,128,0,0.0001,0.25846153846153846,0.2676923076923073,0.28282051282051285,0.34730525030525045,0.29374310134310133,3273510,6,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.10060512005509459,0.021538461538461538,0.04923076923076923,0.07692307692307693,0.20307692307692307,0.29374310134310133,0.026427802280815257,1.0,0.06585411071777343,15.18508091750921,12.691558837890625,69.61669921875,1605.781676530838,14.46650159036791,6529.083718684877,409.92822265625,1,0
smdtorai_(no mean)_normal_KL30_050646_6_0.0001_2_window_6,smd,2,normal_KL,torai,128,0,0.0001,0.29846153846153844,0.2769230769230768,0.3115897435897436,0.39083516483516484,0.3238227106227106,0,6,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.41504491011468697,0.29846153846153844,0.4369230769230769,0.5384615384615384,0.64,0.3238227106227106,0.0380638020196607,1.0,0,0,0,0,0,0,0,0,1,0
smdbaro_(no mean)_normal_KL30_050930_6_0.0001_2_window_6,smd,2,normal_KL,baro,128,0,0.0001,0.31384615384615383,0.3194871794871795,0.34225641025641024,0.43744322344322356,0.3611345543345543,0,6,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.437954297223541,0.31384615384615383,0.47384615384615386,0.5538461538461539,0.7046153846153846,0.3611345543345543,0.04302601900421236,1.0,0,0,0,0,0,0,0,0,1,0
smdrcd_(no mean)_normal_KL30_051012_6_0.0001_2_window_6,smd,2,normal_KL,rcd,128,0,0.0001,0.003076923076923077,0.14820512820512832,0.2273333333333336,0.6202869352869352,0.30643833943833954,0,6,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4103020798189384,0.3630769230769231,0.40307692307692305,0.4153846153846154,0.4584615384615385,0.30643833943833954,0.1901942618272424,1.0,0,0,0,0,0,0,0,0,1,0
smdCUTS_PLUS_(no mean)_normal_KL30_051204_10_0.0001_2_window_10,smd,2,normal_KL,CUTS_PLUS,128,0,0.0001,0.3507692307692308,0.32666666666666655,0.3258461538461538,0.3521697191697192,0.3342142857142857,79014,10,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.14257715034957244,0.052307692307692305,0.12615384615384614,0.1753846153846154,0.27692307692307694,0.3342142857142857,0.010168521571727743,1.0,0.0840507067166842,11.897579914119847,0.505523681640625,17.91748046875,4923.868505001068,24.61934252500534,2301.9298725154604,1053.4453125,1,0
smdvlinear_(no mean)_normal_KL30_072349_10_0.0001_2_window_10,smd,2,normal_KL,vlinear,128,0,0.0001,0.36615384615384616,0.3687179487179488,0.34461538461538466,0.38794017094017086,0.3654543345543346,51858,10,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.10466187026743053,0.024615384615384615,0.06153846153846154,0.12307692307692308,0.28923076923076924,0.3654543345543346,0.01336686955746748,1.0,0.06862276737506573,14.572423092971222,0.402313232421875,18.78857421875,562.3329029083252,2.811664514541626,20156.03202547762,560.00537109375,1,0
smdGVAR_(no mean)_normal_KL30_074050_10_0.0001_2_window_10,smd,2,normal_KL,GVAR,128,0,0.0001,0.22153846153846155,0.23435897435897432,0.24179487179487177,0.29602564102564094,0.252325641025641,1870020,10,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.16773602705268123,0.04923076923076923,0.15076923076923077,0.24615384615384617,0.4461538461538462,0.252325641025641,0.0226661093629322,1.0,0.08917324726398175,11.214125656315682,7.337669372558594,46.06005859375,249.05061197280884,2.165657495415729,26168.49622803397,183.03955078125,1,0
smdcLSTM_(no mean)_normal_KL30_075037_10_0.0001_2_window_10,smd,2,normal_KL,cLSTM,128,0,0.0001,0.20615384615384616,0.23076923076923056,0.25256410256410267,0.32137362637362643,0.25985579975579975,3273510,10,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.10369285142435494,0.033846153846153845,0.06769230769230769,0.12,0.2246153846153846,0.25985579975579975,0.035279425830819375,1.0,0.0880561036330003,11.356396192225288,12.691558837890625,69.6611328125,1865.6970617771149,9.328485308885574,6075.1556253209465,667.78515625,1,0
smdtorai_(no mean)_normal_KL30_083916_10_0.0001_2_window_10,smd,2,normal_KL,torai,128,0,0.0001,0.28307692307692306,0.2651282051282051,0.2745128205128205,0.3225848595848596,0.28828864468864474,0,10,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.38141815649511646,0.28307692307692306,0.40307692307692305,0.4523076923076923,0.5476923076923077,0.28828864468864474,0.01779322381262016,1.0,0,0,0,0,0,0,0,0,1,0
smdbaro_(no mean)_normal_KL30_084203_10_0.0001_2_window_10,smd,2,normal_KL,baro,128,0,0.0001,0.31384615384615383,0.3097435897435897,0.32769230769230784,0.40601343101343085,0.34053003663003667,0,10,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.43211851585601485,0.31384615384615383,0.47384615384615386,0.5292307692307693,0.6707692307692308,0.34053003663003667,0.03251024184311177,1.0,0,0,0,0,0,0,0,0,1,0
smdrcd_(no mean)_normal_KL30_084247_10_0.0001_2_window_10,smd,2,normal_KL,rcd,128,0,0.0001,0.003076923076923077,0.14820512820512832,0.2273333333333336,0.6202869352869352,0.30643833943833954,0,10,0,100,0,0,128,2,38,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4103020798189384,0.3630769230769231,0.40307692307692305,0.4153846153846154,0.4584615384615385,0.30643833943833954,0.1901942618272424,1.0,0,0,0,0,0,0,0,0,1,0
smdCUTS_PLUS_(no mean)_normal_KL30_084441_20_0.0001_2_window_20,smd,2,normal_KL,CUTS_PLUS,128,0,0.0001,0.3446153846153846,0.3133333333333333,0.3046666666666667,0.3493015873015875,0.325915873015873,79014,20,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.14198081596639137,0.04923076923076923,0.12307692307692308,0.17846153846153845,0.25846153846153846,0.325915873015873,0.01575030870710281,1.0,0.06904867172241211,14.482537825205055,0.505523681640625,17.92529296875,5152.713100194931,25.763565500974654,1099.847767535438,2199.96875,1,0
smdvlinear_(no mean)_normal_KL30_110208_20_0.0001_2_window_20,smd,2,normal_KL,vlinear,128,0,0.0001,0.38461538461538464,0.3235897435897435,0.32025641025641033,0.3744371184371185,0.3465418803418804,55718,20,0,200,0,0,16,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.12655492204047125,0.036923076923076927,0.10461538461538461,0.16,0.3261538461538461,0.3465418803418804,0.022646389303987075,1.0,0.07222703200120192,13.845231796086527,0.418182373046875,19.34033203125,477.6731960773468,2.388365980386734,11864.178368263192,1156.9755859375,1,0
smdGVAR_(no mean)_normal_KL30_111509_20_0.0001_2_window_20,smd,2,normal_KL,GVAR,128,0,0.0001,0.16,0.1830769230769231,0.19297435897435897,0.2629316239316239,0.20323015873015873,3947820,20,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.18120345575157704,0.046153846153846156,0.18769230769230769,0.28615384615384615,0.47384615384615386,0.20323015873015873,0.02934659338196495,1.0,0.06728297086862417,14.862601741421118,15.263847351074219,77.84033203125,347.7316961288452,1.9318427562713623,14667.860470533915,353.95751953125,1,0
smdcLSTM_(no mean)_normal_KL30_112601_20_0.0001_2_window_20,smd,2,normal_KL,cLSTM,128,0,0.0001,0.24923076923076923,0.23589743589743584,0.2664102564102565,0.32440659340659334,0.2744592185592186,3273510,20,0,200,0,0,128,2,38,0,mag_phase,attention,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.15883837619044774,0.04923076923076923,0.07692307692307693,0.16615384615384615,0.5876923076923077,0.2744592185592186,0.028396322593395255,1.0,0.06697033075185922,14.931985384770377,12.691558837890625,69.77294921875,460.55420327186584,5.616514674047145,5045.121689245345,1291.35986328125,1,0
