scheme,dataset_name,seed,correlated_KL,architecture,hidden_layer_size,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb,temporal_mixer,disable_orth_proj,use_MoM,latent_mode,context,pool,coeff_mode,predictor,batch_size
vlinear_batadal_ws_8_seed_1_numvars_43_14_203406_,batadal,1,normal_KL,vlinear,128,0,0.0001,0.14285714285714285,0.19047619047619047,0.14285714285714285,0.2547619047619048,0.19836734693877553,73141,8,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2826709631220909,0.0,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.19836734693877553,0.03509927215785799,1.0,0.13911100796290807,7.188503732692639,0.488433837890625,20.10595703125,21.11438298225403,0.10557191491127015,8297.661368899582,1410.9072265625,1,0,0,mul,linear_attn,max,symmetric,linear,512
vlinear_batadal_ws_8_seed_1_numvars_43_14_203510_,batadal,1,normal_KL,vlinear,128,0,0.0001,0.14285714285714285,0.3333333333333333,0.2285714285714286,0.2261904761904762,0.23455782312925172,73653,8,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.331140350877193,0.0,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.23455782312925172,0.061568045907935506,1.0,0.14875483512878418,6.722470561271183,0.490386962890625,20.11083984375,23.138087034225464,0.11569043517112731,7571.931065037795,1563.4990234375,1,0,0,gate,linear_attn,max,symmetric,linear,512
vlinear_batadal_ws_8_seed_1_numvars_43_14_203623_,batadal,1,normal_KL,vlinear,128,0,0.0001,0.14285714285714285,0.2857142857142857,0.19999999999999998,0.2261904761904762,0.22479591836734697,73141,8,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.25157065157065156,0.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.22479591836734697,0.055677155319828496,1.0,0.15459517070225307,6.468507363182633,0.488433837890625,20.10595703125,20.268515825271606,0.10134257912635804,8643.948156359507,1334.9072265625,1,0,0,add,linear_attn,max,symmetric,linear,512
vlinear_batadal_ws_8_seed_1_numvars_43_14_203728_,batadal,1,normal_KL,vlinear,128,0,0.0001,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.17380952380952383,0.1759863945578231,23988,8,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.33104395604395603,0.0,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.1759863945578231,0.045834440813043206,1.0,0.11757687159946986,8.505074054075349,0.3009300231933594,18.3271484375,14.960089921951294,0.07480044960975647,11711.15955278617,652.005859375,1,0,0,mul,gate,max,symmetric,linear,512
vlinear_batadal_ws_8_seed_1_numvars_43_14_203829_,batadal,1,normal_KL,vlinear,128,0,0.0001,0.14285714285714285,0.2857142857142857,0.19999999999999998,0.20238095238095238,0.22289115646258506,72629,8,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3528693528693529,0.0,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.22289115646258506,0.05526955514770482,1.0,0.1319073268345424,7.581080020326295,0.486480712890625,20.09814453125,19.9106023311615,0.09955301165580749,8799.331988354748,1334.9013671875,0,0,0,mul,linear_attn,max,symmetric,linear,512
vlinear_batadal_ws_8_seed_1_numvars_43_14_203938_,batadal,1,normal_KL,vlinear,128,0,0.0001,0.14285714285714285,0.2857142857142857,0.19999999999999998,0.20238095238095238,0.22289115646258506,73141,8,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3596153846153846,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.22289115646258506,0.05526955514770482,1.0,0.1847093105316162,5.41391225554292,0.488189697265625,20.10546875,20.824332237243652,0.10412166118621827,8413.234960142463,1410.90673828125,1,1,0,mul,linear_attn,max,symmetric,linear,512
vlinear_batadal_ws_8_seed_1_numvars_43_14_204045_,batadal,1,normal_KL,vlinear,128,0,0.0001,0.14285714285714285,0.23809523809523808,0.2285714285714286,0.3071428571428571,0.24860544217687072,107061,8,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.21150793650793648,0.0,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.24860544217687072,0.05454566042519171,1.0,0.20287115233285086,4.929237047755805,0.617828369140625,20.62353515625,21.878560066223145,0.10939280033111572,8007.839614202017,1411.4248046875,1,0,0,mul,linear_attn,max,symmetric,mlp,512
vlinear_batadal_ws_8_seed_1_numvars_43_14_204200_,batadal,1,normal_KL,vlinear,128,0,0.0001,0.14285714285714285,0.2857142857142857,0.19999999999999998,0.230952380952381,0.23503401360544215,73141,8,0,200,0,0,128,2,43,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2837301587301587,0.0,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.23503401360544215,0.05469045069983367,1.0,0.16394748006548202,6.099514305438495,0.488433837890625,20.10595703125,21.015658617019653,0.10507829308509826,8336.64093963314,1410.9072265625,1,0,0,mul,linear_attn,max,symmetric,linear,512


