scheme,dataset_name,seed,correlated_KL,architecture,attention_dim,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb
gaiabaro_(no mean)_normal_KL07_105017_6_0.0001_1_window_6,gaia,1,normal_KL,baro,256,2,0.0001,0.6952380952380952,0.7047619047619048,0.7219047619047624,0.7342857142857147,0.7188352229780803,0,6,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7461650518793376,0.6952380952380952,0.7238095238095238,0.8095238095238095,0.9523809523809523,0.7188352229780803,0.014172762684419233,1.0,0,0,0,0
gaiarcd_(no mean)_normal_KL07_105045_6_0.0001_1_window_6,gaia,1,normal_KL,rcd,256,2,0.0001,0.6857142857142857,0.8952380952380967,0.8742857142857124,0.8428571428571429,0.8610283446712017,0,6,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7642857142857142,0.6857142857142857,0.6857142857142857,1.0,1.0,0.8610283446712017,0.06358029948576921,1.0,0,0,0,0
gaiatorai_(no mean)_normal_KL07_105131_6_0.0001_2_window_6,gaia,2,normal_KL,torai,256,2,0.0001,0.7142857142857143,0.7269841269841268,0.7238095238095243,0.7333333333333333,0.7276832955404385,0,6,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7775176939462654,0.7142857142857143,0.780952380952381,0.819047619047619,0.9619047619047619,0.7276832955404385,0.006223911517111899,1.0,0,0,0,0
gaiabaro_(no mean)_normal_KL07_105239_6_0.0001_2_window_6,gaia,2,normal_KL,baro,256,2,0.0001,0.6952380952380952,0.7047619047619048,0.7219047619047624,0.7342857142857147,0.7188352229780803,0,6,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7461650518793376,0.6952380952380952,0.7238095238095238,0.8095238095238095,0.9523809523809523,0.7188352229780803,0.014172762684419233,1.0,0,0,0,0
gaiarcd_(no mean)_normal_KL07_105307_6_0.0001_2_window_6,gaia,2,normal_KL,rcd,256,2,0.0001,0.6857142857142857,0.8952380952380967,0.8742857142857124,0.8428571428571429,0.8610283446712017,0,6,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7642857142857142,0.6857142857142857,0.6857142857142857,1.0,1.0,0.8610283446712017,0.06358029948576921,1.0,0,0,0,0
gaiatorai_(no mean)_normal_KL07_105352_6_0.0001_3_window_6,gaia,3,normal_KL,torai,256,2,0.0001,0.7238095238095238,0.7301587301587299,0.7219047619047624,0.7352380952380956,0.7278495842781559,0,6,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7784175084175083,0.7238095238095238,0.7904761904761904,0.8095238095238095,0.9619047619047619,0.7278495842781559,0.005779160434785841,1.0,0,0,0,0
gaiabaro_(no mean)_normal_KL07_105459_6_0.0001_3_window_6,gaia,3,normal_KL,baro,256,2,0.0001,0.6952380952380952,0.7047619047619048,0.7219047619047624,0.7342857142857147,0.7188352229780803,0,6,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7461650518793376,0.6952380952380952,0.7238095238095238,0.8095238095238095,0.9523809523809523,0.7188352229780803,0.014172762684419233,1.0,0,0,0,0
gaiarcd_(no mean)_normal_KL07_105526_6_0.0001_3_window_6,gaia,3,normal_KL,rcd,256,2,0.0001,0.6857142857142857,0.8952380952380967,0.8742857142857124,0.8428571428571429,0.8610283446712017,0,6,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7642857142857142,0.6857142857142857,0.6857142857142857,1.0,1.0,0.8610283446712017,0.06358029948576921,1.0,0,0,0,0
gaiatorai_(no mean)_normal_KL07_105759_10_0.0001_1_window_10,gaia,1,normal_KL,torai,256,2,0.0001,0.7619047619047619,0.7523809523809518,0.7333333333333341,0.7400000000000007,0.7435540438397584,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.8203105888820175,0.7619047619047619,0.8571428571428571,0.8761904761904762,0.9619047619047619,0.7435540438397584,0.009598986308472982,1.0,0,0,0,0
gaiabaro_(no mean)_normal_KL07_105905_10_0.0001_1_window_10,gaia,1,normal_KL,baro,256,2,0.0001,0.7047619047619048,0.7111111111111111,0.7180952380952386,0.7380952380952386,0.7213144368858657,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7549749192606335,0.7047619047619048,0.7333333333333333,0.7904761904761904,0.9523809523809523,0.7213144368858657,0.011550834558215674,1.0,0,0,0,0
gaiarcd_(no mean)_normal_KL07_105926_10_0.0001_1_window_10,gaia,1,normal_KL,rcd,256,2,0.0001,0.6857142857142857,0.8952380952380967,0.8742857142857124,0.8428571428571429,0.8610283446712017,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7642857142857142,0.6857142857142857,0.6857142857142857,1.0,1.0,0.8610283446712017,0.06358029948576921,1.0,0,0,0,0
gaiatorai_(no mean)_normal_KL07_110021_10_0.0001_2_window_10,gaia,2,normal_KL,torai,256,2,0.0001,0.7428571428571429,0.7428571428571423,0.7276190476190482,0.7409523809523815,0.7389187452758884,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.8067123617123616,0.7428571428571429,0.8380952380952381,0.8476190476190476,0.9809523809523809,0.7389187452758884,0.0058277747988871986,1.0,0,0,0,0
gaiabaro_(no mean)_normal_KL07_110128_10_0.0001_2_window_10,gaia,2,normal_KL,baro,256,2,0.0001,0.7047619047619048,0.7111111111111111,0.7180952380952386,0.7380952380952386,0.7213144368858657,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7549749192606335,0.7047619047619048,0.7333333333333333,0.7904761904761904,0.9523809523809523,0.7213144368858657,0.011550834558215674,1.0,0,0,0,0
gaiarcd_(no mean)_normal_KL07_110149_10_0.0001_2_window_10,gaia,2,normal_KL,rcd,256,2,0.0001,0.6857142857142857,0.8952380952380967,0.8742857142857124,0.8428571428571429,0.8610283446712017,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7642857142857142,0.6857142857142857,0.6857142857142857,1.0,1.0,0.8610283446712017,0.06358029948576921,1.0,0,0,0,0
gaiatorai_(no mean)_normal_KL07_110243_10_0.0001_3_window_10,gaia,3,normal_KL,torai,256,2,0.0001,0.7428571428571429,0.7492063492063489,0.7390476190476198,0.7409523809523815,0.7409176114890405,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.8054957740672026,0.7428571428571429,0.8380952380952381,0.8761904761904762,0.9809523809523809,0.7409176114890405,0.004261580458577416,1.0,0,0,0,0
gaiabaro_(no mean)_normal_KL07_110350_10_0.0001_3_window_10,gaia,3,normal_KL,baro,256,2,0.0001,0.7047619047619048,0.7111111111111111,0.7180952380952386,0.7380952380952386,0.7213144368858657,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7549749192606335,0.7047619047619048,0.7333333333333333,0.7904761904761904,0.9523809523809523,0.7213144368858657,0.011550834558215674,1.0,0,0,0,0
gaiarcd_(no mean)_normal_KL07_110413_10_0.0001_3_window_10,gaia,3,normal_KL,rcd,256,2,0.0001,0.6857142857142857,0.8952380952380967,0.8742857142857124,0.8428571428571429,0.8610283446712017,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7642857142857142,0.6857142857142857,0.6857142857142857,1.0,1.0,0.8610283446712017,0.06358029948576921,1.0,0,0,0,0
