scheme,dataset_name,seed,correlated_KL,architecture,hidden_layer_size,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb,temporal_mixer,disable_orth_proj
aiopsvlinear_(no mean)_normal_KL18_234935_20_0.0001_1_window_20,aiops,1,normal_KL,vlinear,256,0,0.0001,0.1939799331103679,0.20903010033444835,0.48026755852842806,0.5569676700111476,0.3883070552635769,169766,20,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7034559643255295,0.4214046822742475,1.0,1.0,1.0,0.3883070552635769,0.1560616281005021,0.21056338028169014,0.061781904769183,16.185969075184666,1.4092559814453125,21.80908203125,34.32908368110657,0.36912993205490935,12440.064056677269,1486.185546875,0,1
aiopsvlinear_(no mean)_normal_KL18_235215_20_0.0001_1_window_20,aiops,1,normal_KL,vlinear,256,0,0.0001,0.2408026755852843,0.3132664437012263,0.3431438127090306,0.3873188405797105,0.33185273663534554,169766,20,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.9303232998885171,0.862876254180602,1.0,1.0,1.0,0.33185273663534554,0.050799974949664296,0.21056338028169014,0.06529041995172916,15.316182691722998,1.4107818603515625,21.4619140625,46.338048696517944,0.39269532793659273,11693.543755991555,1485.953125,0,0
aiopsvlinear_(no mean)_normal_KL18_235514_20_0.0001_1_window_20,aiops,1,normal_KL,vlinear,256,0,0.0001,0.36789297658862874,0.4292084726867337,0.47157190635451496,0.5310200668896324,0.46799689440993797,169766,20,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.6939799331103679,0.4013377926421405,1.0,1.0,1.0,0.46799689440993797,0.05374560190581129,0.21056338028169014,0.06484548782425181,15.421273454064544,1.4107818603515625,21.4619140625,27.329881191253662,0.4140891089583888,11089.400567792869,1485.953125,0,0
aiopsvlinear_(no mean)_normal_KL18_235908_20_0.0001_1_window_20,aiops,1,normal_KL,vlinear,256,0,0.0001,0.36789297658862874,0.42753623188405804,0.4698996655518394,0.5300910442214793,0.4667453681584117,169766,20,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.0,0.0,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7006688963210702,0.41471571906354515,1.0,1.0,1.0,0.4667453681584117,0.053660357010119515,0.21056338028169014,0.0616354081144301,16.224440311053602,1.4107818603515625,21.4619140625,28.265727758407593,0.4037961108343942,11372.075849148734,1485.953125,0,0
aiopsvlinear_(no mean)_normal_KL19_000149_20_0.0001_1_window_20,aiops,1,normal_KL,vlinear,256,0,0.0001,0.3612040133779264,0.423634336677815,0.4655518394648828,0.5243311036789301,0.46154204491161027,169766,20,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.6989966555183946,0.411371237458194,1.0,1.0,1.0,0.46154204491161027,0.053697756271103715,0.21056338028169014,0.06075062400919937,16.460736269121643,1.4107818603515625,21.4619140625,27.833635568618774,0.4033860227336054,11383.63686694355,1485.953125,0,0
