scheme,dataset_name,seed,correlated_KL,architecture,hidden_layer_size,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb,temporal_mixer,disable_orth_proj
aiopsbaro_(no mean)_normal_KL16_131606_12_0.0001_1_window_12,aiops,1,normal_KL,baro,128,0,0.0001,0.31718061674008813,0.38472834067547734,0.4193832599118947,0.4692486539402839,0.4100015733165514,0,12,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.39400982328219153,0.22466960352422907,0.4581497797356828,0.8370044052863436,0.8370044052863436,0.4100015733165514,0.052982396468798,0.15896358543417366,0,0,0,0,0,0,0,0,0,0
aiopsrcd_(no mean)_normal_KL16_131704_12_0.0001_1_window_12,aiops,1,normal_KL,rcd,128,0,0.0001,0.18502202643171806,0.26725403817914833,0.29603524229074873,0.34247430249632915,0.2827630934899658,0,12,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2947440376727936,0.09251101321585903,0.3700440528634361,0.8458149779735683,0.8458149779735683,0.2827630934899658,0.05462189788786041,0.15896358543417366,0,0,0,0,0,0,0,0,0,0
aiopscLSTM_(no mean)_normal_KL16_132120_12_0.0001_1_window_12,aiops,1,normal_KL,cLSTM,256,0,0.0001,0.28193832599118945,0.3186490455212923,0.3422907488986784,0.400330396475771,0.33916317040766386,8855070,12,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.5851229917003418,0.5374449339207048,0.5770925110132159,0.5947136563876652,0.6916299559471366,0.33916317040766386,0.03614674299638282,0.15896358543417366,0.04827497814195272,20.714664998076167,34.54106140136719,162.41015625,134.36707377433777,0.6718353688716888,6843.938579360733,1215.09423828125,0,0
aiopsCUTS_PLUS_(no mean)_normal_KL16_132642_12_0.0001_1_window_12,aiops,1,normal_KL,CUTS_PLUS,256,0,0.0001,0.23348017621145375,0.3259911894273127,0.34889867841409705,0.39208272148800816,0.3395996783441718,243998,12,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.5944850309004317,0.5462555066079295,0.5814977973568282,0.5947136563876652,0.6123348017621145,0.3395996783441718,0.04911480485179434,0.15896358543417366,0.07904573474161425,12.650903976904173,1.6924285888671875,20.9970703125,537.2778043746948,2.6863890218734743,1711.5912708701355,2050.9072265625,0,0
aiopsvlinear_(no mean)_normal_KL16_134307_16_0.0001_1_window_16,aiops,1,normal_KL,vlinear,256,0,0.0001,0.3840304182509506,0.44296577946768084,0.48403041825095117,0.54350443599493,0.4808103989377755,166686,16,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7414448669201521,0.4866920152091255,1.0,1.0,1.0,0.4808103989377755,0.05379916182663941,0.18469101123595505,0.04989530197114546,20.04196708897166,1.3984832763671875,21.26611328125,24.725388765335083,0.3211089450043517,14309.785110276913,1177.6865234375,0,0
aiopsGVAR_(no mean)_normal_KL16_134419_16_0.0001_1_window_16,aiops,1,normal_KL,GVAR,256,0,0.0001,0.27756653992395436,0.3326996197718632,0.34866920152091296,0.3698669201520914,0.3368733779950511,4575420,16,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.5278458132106114,0.4524714828897338,0.5247148288973384,0.5779467680608364,0.6768060836501901,0.3368733779950511,0.027440680738563553,0.18469101123595505,0.04975579174752471,20.09816274403369,18.215492248535156,87.9228515625,46.410271883010864,0.2320513594150543,19801.650856874487,223.50634765625,0,0
aiopstorai_(no mean)_normal_KL16_134642_16_0.0001_1_window_16,aiops,1,normal_KL,torai,128,0,0.0001,0.2813688212927757,0.36375158428390414,0.39847908745247207,0.42225390790029577,0.3798930231154567,0,16,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.45209693632271314,0.2813688212927757,0.5893536121673004,0.6007604562737643,0.7908745247148289,0.3798930231154567,0.040492705934920624,0.18469101123595505,0,0,0,0,0,0,0,0,0,0
aiopsbaro_(no mean)_normal_KL16_135305_16_0.0001_1_window_16,aiops,1,normal_KL,baro,128,0,0.0001,0.33079847908745247,0.39163498098859345,0.42661596958174947,0.4781896915927335,0.41975964149918543,0,16,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4045430706699882,0.23574144486692014,0.4600760456273764,0.8479087452471483,0.8479087452471483,0.41975964149918543,0.05145890572060124,0.18469101123595505,0,0,0,0,0,0,0,0,0,0
aiopsrcd_(no mean)_normal_KL16_135404_16_0.0001_1_window_16,aiops,1,normal_KL,rcd,128,0,0.0001,0.19011406844106463,0.27122940430925185,0.2980988593155898,0.34299746514575385,0.28520701309674706,0,16,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2990297626851973,0.09505703422053231,0.38022813688212925,0.8517110266159695,0.8517110266159695,0.28520701309674706,0.05310915285436695,0.18469101123595505,0,0,0,0,0,0,0,0,0,0
aiopscLSTM_(no mean)_normal_KL16_135829_16_0.0001_1_window_16,aiops,1,normal_KL,cLSTM,256,0,0.0001,0.24714828897338403,0.3231939163498096,0.3463878326996204,0.3910857625686528,0.3349308950449637,8855070,16,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.5025775354940094,0.44106463878326996,0.4790874524714829,0.49429657794676807,0.714828897338403,0.3349308950449637,0.043647668821950904,0.18469101123595505,0.04449526166734587,22.474303162349507,34.54106140136719,165.0625,166.60183000564575,0.8330091500282287,5516.145890887617,1587.1328125,0,0
aiopsCUTS_PLUS_(no mean)_normal_KL16_140414_16_0.0001_1_window_16,aiops,1,normal_KL,CUTS_PLUS,256,0,0.0001,0.24334600760456274,0.3219264892268698,0.35361216730038003,0.37799957752429264,0.3367777174241054,243998,16,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4901616823455451,0.44106463878326996,0.4828897338403042,0.4828897338403042,0.4866920152091255,0.3367777174241054,0.042460778741653715,0.18469101123595505,0.050571840525579996,19.773850221927063,1.6924285888671875,21.0,737.4588360786438,3.687294180393219,1246.1712505699727,2685.8525390625,0,0
aiopsvlinear_(no mean)_normal_KL16_142558_20_0.0001_1_window_20,aiops,1,normal_KL,vlinear,256,0,0.0001,0.3612040133779264,0.423634336677815,0.4655518394648828,0.5243311036789301,0.46154204491161027,169766,20,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.6989966555183946,0.411371237458194,1.0,1.0,1.0,0.46154204491161027,0.053697756271103715,0.21056338028169014,0.048268925784822295,20.717262374097427,1.4107818603515625,21.4619140625,26.609821319580078,0.38564958434174024,11907.182547176912,1485.953125,0,0
aiopsGVAR_(no mean)_normal_KL16_142711_20_0.0001_1_window_20,aiops,1,normal_KL,GVAR,256,0,0.0001,0.26755852842809363,0.3049052396878483,0.3297658862876261,0.3727424749163881,0.3255436109783937,5795532,20,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4474249122680801,0.3745819397993311,0.42474916387959866,0.4916387959866221,0.6086956521739131,0.3255436109783937,0.03306020979548258,0.21056338028169014,0.047673325873537606,20.976090542805565,22.869850158691406,106.564453125,54.47852849960327,0.27239264249801637,16858.017741919884,280.97119140625,0,0
aiopstorai_(no mean)_normal_KL16_142949_20_0.0001_1_window_20,aiops,1,normal_KL,torai,128,0,0.0001,0.27424749163879597,0.3556298773690083,0.3933110367892985,0.422064288368636,0.37685857620640245,0,20,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.446042830233235,0.27424749163879597,0.5719063545150501,0.6086956521739131,0.802675585284281,0.37685857620640245,0.04309328098455586,0.21056338028169014,0,0,0,0,0,0,0,0,0,0
aiopsbaro_(no mean)_normal_KL16_143620_20_0.0001_1_window_20,aiops,1,normal_KL,baro,128,0,0.0001,0.34782608695652173,0.4035674470457082,0.44013377926421365,0.4932274247491628,0.4345017784148218,0,20,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4169991927113367,0.25418060200668896,0.46488294314381273,0.8461538461538461,0.8461538461538461,0.4345017784148218,0.05055449991262445,0.21056338028169014,0,0,0,0,0,0,0,0,0,0
aiopsrcd_(no mean)_normal_KL16_143717_20_0.0001_1_window_20,aiops,1,normal_KL,rcd,128,0,0.0001,0.1939799331103679,0.27424749163879575,0.29966555183946536,0.34339464882943116,0.2870624303233,0,20,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3022834736477915,0.09698996655518395,0.3879598662207358,0.8561872909698997,0.8561872909698997,0.2870624303233,0.05196440990925581,0.21056338028169014,0,0,0,0,0,0,0,0,0,0
aiopscLSTM_(no mean)_normal_KL16_144203_20_0.0001_1_window_20,aiops,1,normal_KL,cLSTM,256,0,0.0001,0.24749163879598662,0.29208472686733583,0.3127090301003345,0.36806020066889655,0.3062438286351331,8855070,20,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4338716184431036,0.3779264214046823,0.42474916387959866,0.47491638795986624,0.5250836120401338,0.3062438286351331,0.033372556002009085,0.21056338028169014,0.05855748645438,17.077235731063414,34.54106140136719,162.22802734375,199.2157392501831,0.9960786962509155,4610.07751424016,1951.28759765625,0,0
aiopsCUTS_PLUS_(no mean)_normal_KL16_144832_20_0.0001_1_window_20,aiops,1,normal_KL,CUTS_PLUS,256,0,0.0001,0.23745819397993312,0.28428093645484964,0.33846153846153926,0.36316425120772977,0.31849896480331286,243998,20,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.43677160842864615,0.391304347826087,0.411371237458194,0.41471571906354515,0.451505016722408,0.31849896480331286,0.0441428457400714,0.21056338028169014,0.04883892320868961,20.475471904386218,1.6924285888671875,21.0029296875,924.1861624717712,4.620930812358856,993.739180798492,3318.4619140625,0,0
gaiavlinear_(no mean)_normal_KL16_180904_8_0.0001_1_window_8,gaia,1,normal_KL,vlinear,256,0,0.0001,0.26285714285714284,0.28142857142857197,0.2799047619047623,0.32533333333333336,0.2947074829931974,175886,8,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.03201362192381467,0.0,0.0,0.0,0.12285714285714286,0.2947074829931974,0.020113082364172225,1.0,0.08185154369899204,12.217240565156432,1.45074462890625,21.45166015625,392.50304412841797,6.230207049657428,19221.19105280532,935.26611328125,0,0
gaiaGVAR_(no mean)_normal_KL16_182047_8_0.0001_1_window_8,gaia,1,normal_KL,GVAR,256,0,0.0001,0.1,0.2419047619047617,0.2695238095238095,0.4851428571428571,0.2732331065759637,5049436,8,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.03748585606562622,0.0,0.0,0.0,0.014285714285714285,0.2732331065759637,0.09261256369022318,1.0,0.07880528722490583,12.689503905316107,20.041114807128906,96.7724609375,774.2967617511749,3.8714838087558747,30931.809589172233,270.08837890625,0,0
gaiatorai_(no mean)_normal_KL16_184459_8_0.0001_1_window_8,gaia,1,normal_KL,torai,128,0,0.0001,0.21714285714285714,0.22095238095238065,0.35733333333333317,0.6112380952380936,0.4195878684807255,0,8,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3819149187523048,0.21714285714285714,0.38571428571428573,0.5542857142857143,0.82,0.4195878684807255,0.1795692002881527,1.0,0,0,0,0,0,0,0,0,0,0
gaiabaro_(no mean)_normal_KL16_184741_8_0.0001_1_window_8,gaia,1,normal_KL,baro,128,0,0.0001,0.14,0.1485714285714287,0.210476190476191,0.2525714285714284,0.19693571428571438,0,8,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2566263524123903,0.2057142857142857,0.2342857142857143,0.28,0.31142857142857144,0.19693571428571438,0.055585449377869446,1.0,0,0,0,0,0,0,0,0,0,0
gaiarcd_(no mean)_normal_KL16_184834_8_0.0001_1_window_8,gaia,1,normal_KL,rcd,128,0,0.0001,0.14,0.1714285714285718,0.23161904761904842,0.2713333333333337,0.217964739229025,0,8,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.25294243288713336,0.2,0.2,0.30857142857142855,0.30857142857142855,0.217964739229025,0.06593957530962818,1.0,0,0,0,0,0,0,0,0,0,0
gaiacLSTM_(no mean)_normal_KL16_185039_8_0.0001_1_window_8,gaia,1,normal_KL,cLSTM,256,0,0.0001,0.3142857142857143,0.35714285714285726,0.38476190476190386,0.3773333333333332,0.3559595238095236,15782450,8,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.049479429867184975,0.0,0.0,0.0,0.0,0.3559595238095236,0.019885625484430257,1.0,0.08422465256282262,11.87300831254966,60.98431396484375,276.2607421875,474.85461950302124,20.64585302187049,5800.29315684582,1399.244140625,0,0
gaiaCUTS_PLUS_(no mean)_normal_KL16_193113_8_0.0001_1_window_8,gaia,1,normal_KL,CUTS_PLUS,256,0,0.0001,0.1,0.15714285714285722,0.19238095238095237,0.2883809523809529,0.18465555555555557,274738,8,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3752058313493505,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.18465555555555557,0.05082597188435678,1.0,0.08500308786119734,11.764278512245498,1.82708740234375,21.654296875,17762.746644496918,88.81373322248459,1348.3500316332036,2190.71435546875,0,0
gaiavlinear_(no mean)_normal_KL17_020658_10_0.0001_1_window_10,gaia,1,normal_KL,vlinear,256,0,0.0001,0.24,0.30571428571428577,0.31047619047619024,0.32390476190476203,0.3022413832199546,177426,10,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.0333742527313956,0.0,0.0,0.037142857142857144,0.037142857142857144,0.3022413832199546,0.0333979639080736,1.0,0.08114261831556048,12.323979935069866,1.4562530517578125,21.61181640625,172.90899920463562,5.962379282918469,16063.386016784812,1195.5,0,0
gaiaGVAR_(no mean)_normal_KL17_021340_10_0.0001_1_window_10,gaia,1,normal_KL,GVAR,256,0,0.0001,0.23714285714285716,0.22904761904761867,0.2216190476190481,0.3674285714285713,0.2813684807256236,6492132,10,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.03684888649659204,0.0,0.0,0.0,0.002857142857142857,0.2813684807256236,0.07032078392171412,1.0,0.07864920207432338,12.714687163068755,25.54456329345703,118.90625,733.1614372730255,3.6658071863651274,26126.851503875132,339.44384765625,0,0
gaiatorai_(no mean)_normal_KL17_023703_10_0.0001_1_window_10,gaia,1,normal_KL,torai,128,0,0.0001,0.20857142857142857,0.21619047619047593,0.3580952380952379,0.609523809523808,0.41595351473922887,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.37143766795514516,0.20857142857142857,0.37142857142857144,0.5542857142857143,0.8142857142857143,0.41595351473922887,0.1818632226042556,1.0,0,0,0,0,0,0,0,0,0,0
gaiabaro_(no mean)_normal_KL17_023940_10_0.0001_1_window_10,gaia,1,normal_KL,baro,128,0,0.0001,0.14285714285714285,0.14952380952380964,0.2087619047619053,0.2514285714285713,0.19597936507936517,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.25769225159257514,0.20857142857142857,0.23714285714285716,0.26857142857142857,0.30857142857142855,0.19597936507936517,0.05311271454139926,1.0,0,0,0,0,0,0,0,0,0,0
gaiarcd_(no mean)_normal_KL17_024032_10_0.0001_1_window_10,gaia,1,normal_KL,rcd,128,0,0.0001,0.14,0.1714285714285718,0.23161904761904842,0.2713333333333337,0.217964739229025,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.25294243288713336,0.2,0.2,0.30857142857142855,0.30857142857142855,0.217964739229025,0.06593957530962818,1.0,0,0,0,0,0,0,0,0,0,0
gaiacLSTM_(no mean)_normal_KL17_024236_10_0.0001_1_window_10,gaia,1,normal_KL,cLSTM,256,0,0.0001,0.08857142857142856,0.18476190476190507,0.2551428571428568,0.3386666666666671,0.2534631519274376,15782450,10,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.03671042771096878,0.0,0.0,0.0,0.0,0.2534631519274376,0.08153113541111547,1.0,0.09485123157501221,10.542825679697783,60.98431396484375,281.171875,464.8799512386322,19.36999796827634,4944.553951779414,1683.5625,0,0
gaiaCUTS_PLUS_(no mean)_normal_KL17_031836_10_0.0001_1_window_10,gaia,1,normal_KL,CUTS_PLUS,256,0,0.0001,0.15428571428571428,0.29095238095238063,0.32447619047619,0.35114285714285737,0.3011435374149659,274738,10,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.03432834090015427,0.0,0.0,0.0,0.037142857142857144,0.3011435374149659,0.06325491747416792,1.0,0.0743302549634661,13.453471947479635,1.82708740234375,21.65576171875,1983.6833040714264,90.16742291233756,1062.2018119905147,2723.30029296875,0,0
gaiavlinear_(no mean)_normal_KL17_051555_12_0.0001_1_window_12,gaia,1,normal_KL,vlinear,256,0,0.0001,0.28,0.28190476190476244,0.2961904761904764,0.3110476190476196,0.28982868480725643,178966,12,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.028819505487716626,0.0,0.0,0.0,0.037142857142857144,0.28982868480725643,0.022149308306272954,1.0,0.07844670840672084,12.7475074520058,1.4622955322265625,21.77490234375,339.25096249580383,5.8491545257897215,13640.090999173615,1456.10986328125,0,0
gaiaGVAR_(no mean)_normal_KL17_052516_12_0.0001_1_window_12,gaia,1,normal_KL,GVAR,256,0,0.0001,0.2,0.21238095238095225,0.22095238095238123,0.27447619047619004,0.22464319727891152,7934828,12,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.04139208814740976,0.0,0.0,0.0,0.002857142857142857,0.22464319727891152,0.030193778136640263,1.0,0.07849186216081892,12.740174235529524,31.048011779785156,140.9111328125,91.08832907676697,3.643533163070679,21897.15214030353,408.58056640625,0,0
gaiatorai_(no mean)_normal_KL17_053311_12_0.0001_1_window_12,gaia,1,normal_KL,torai,128,0,0.0001,0.21142857142857144,0.21238095238095211,0.35580952380952363,0.6109523809523792,0.4159721088435372,0,12,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3723537360140704,0.21142857142857144,0.3628571428571429,0.5514285714285714,0.82,0.4159721088435372,0.18249494919845555,1.0,0,0,0,0,0,0,0,0,0,0
gaiabaro_(no mean)_normal_KL17_053548_12_0.0001_1_window_12,gaia,1,normal_KL,baro,128,0,0.0001,0.14285714285714285,0.1476190476190477,0.2024761904761909,0.2517142857142856,0.19427165532879828,0,12,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.25588042373789016,0.20857142857142857,0.22857142857142856,0.25142857142857145,0.30857142857142855,0.19427165532879828,0.05309703999696643,1.0,0,0,0,0,0,0,0,0,0,0
gaiarcd_(no mean)_normal_KL17_053639_12_0.0001_1_window_12,gaia,1,normal_KL,rcd,128,0,0.0001,0.14,0.1714285714285718,0.23161904761904842,0.2713333333333337,0.217964739229025,0,12,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.25294243288713336,0.2,0.2,0.30857142857142855,0.30857142857142855,0.217964739229025,0.06593957530962818,1.0,0,0,0,0,0,0,0,0,0,0
gaiacLSTM_(no mean)_normal_KL17_053849_12_0.0001_1_window_12,gaia,1,normal_KL,cLSTM,256,0,0.0001,0.2714285714285714,0.19952380952380927,0.20809523809523825,0.2919999999999994,0.23018866213151937,15782450,12,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.036998572979912936,0.0,0.0,0.0,0.0,0.23018866213151937,0.03392283346361826,1.0,0.09161919048854283,10.914743894457919,60.98431396484375,282.79150390625,461.5291919708252,18.461167678833007,4321.665963279055,2004.10107421875,0,0
gaiaCUTS_PLUS_(no mean)_normal_KL17_061051_12_0.0001_1_window_12,gaia,1,normal_KL,CUTS_PLUS,256,0,0.0001,0.2,0.2885714285714281,0.32533333333333325,0.37800000000000067,0.30934580498866215,274738,12,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.032329263645604005,0.0,0.0,0.0,0.0,0.30934580498866215,0.07540057784977867,1.0,0.07325041225978306,13.651800299136797,1.82708740234375,21.65771484375,18462.552660226822,92.31276330113411,864.2683540924814,3255.88720703125,0,0
gaiavlinear_(no mean)_normal_KL17_130002_14_0.0001_1_window_14,gaia,1,normal_KL,vlinear,256,0,0.0001,0.12,0.2214285714285712,0.21400000000000005,0.25838095238095266,0.21084353741496606,180506,14,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.030502117697344126,0.0,0.0,0.0,0.037142857142857144,0.21084353741496606,0.03432125681754452,1.0,0.0918160731451852,10.891339236636039,1.4683685302734375,21.9375,200.98045229911804,5.742298637117658,11906.904241803726,1716.32861328125,0,0
gaiaGVAR_(no mean)_normal_KL17_130635_14_0.0001_1_window_14,gaia,1,normal_KL,GVAR,256,0,0.0001,0.24,0.19047619047619033,0.2146666666666669,0.213809523809524,0.21299387755102042,9377524,14,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.09237530028834375,0.0,0.0,0.35714285714285715,0.35714285714285715,0.21299387755102042,0.01738978846712019,1.0,0.08139746870313372,12.28539432408051,36.55146026611328,164.34619140625,88.69615960121155,3.2850429481930203,20813.426514746006,477.89306640625,0,0
