scheme,dataset_name,seed,correlated_KL,architecture,hidden_layer_size,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb,temporal_mixer,disable_orth_proj
aiopsrcd_(no mean)_normal_KL27_222537_20_0.0001_2_window_20,aiops,2,normal_KL,rcd,128,0,0.0001,0.1939799331103679,0.27424749163879575,0.29966555183946536,0.34339464882943116,0.2870624303233,0,20,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3022834736477915,0.09698996655518395,0.3879598662207358,0.8561872909698997,0.8561872909698997,0.2870624303233,0.05196440990925581,0.21056338028169014,0,0,0,0,0,0,0,0,0,0
aiopscLSTM_(no mean)_normal_KL27_223206_20_0.0001_2_window_20,aiops,2,normal_KL,cLSTM,256,0,0.0001,0.3076923076923077,0.32998885172798265,0.3374581939799331,0.3526384243775551,0.33209892764240606,8855070,20,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.41430251074928737,0.3779264214046823,0.40468227424749165,0.4080267558528428,0.4214046822742475,0.33209892764240606,0.014081890584467337,0.21056338028169014,0.05904397836895691,16.936528120634943,34.54106140136719,162.22802734375,218.49820256233215,1.0924910128116607,4203.238238255087,1951.28759765625,0,0
aiopsCUTS_PLUS_(no mean)_normal_KL27_223942_20_0.0001_2_window_20,aiops,2,normal_KL,CUTS_PLUS,256,0,0.0001,0.2809364548494983,0.30769230769230826,0.3170568561872911,0.3546079524340395,0.3188287678505072,243998,20,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.5045778091853708,0.38461538461538464,0.47491638795986624,0.6889632107023411,0.882943143812709,0.3188287678505072,0.023149630026448695,0.21056338028169014,0.06348014037345963,15.75295823413285,1.6924285888671875,21.0029296875,970.8240420818329,4.854120210409165,946.0004699003797,3318.4619140625,0,0
aiopsvlinear_(no mean)_normal_KL30_141245_8_0.0001_3_window_8,aiops,3,normal_KL,vlinear,256,0,0.0001,0.2198952879581152,0.3036649214659686,0.3350785340314135,0.37956660849331036,0.3198938336242002,160526,8,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.9607329842931938,0.9214659685863874,1.0,1.0,1.0,0.3198938336242002,0.05558145396622261,0.13337988826815642,0.05469262038225903,18.28400235737061,1.3742523193359375,20.8759765625,20.721026182174683,0.19548137907711965,23536.768677004537,562.59228515625,0,0
aiopsGVAR_(no mean)_normal_KL30_141403_8_0.0001_3_window_8,aiops,3,normal_KL,GVAR,256,0,0.0001,0.25654450261780104,0.287958115183246,0.3392670157068063,0.3915066899360095,0.32888639574503453,2135196,8,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7379125722601408,0.7068062827225131,0.7382198952879581,0.7382198952879581,0.7643979057591623,0.32888639574503453,0.051135074020558426,0.13337988826815642,0.04777130781043887,20.933067270590453,8.906776428222656,50.6396484375,29.94584822654724,0.1497292411327362,30728.800635015414,116.67822265625,0,0
aiopstorai_(no mean)_normal_KL30_141636_8_0.0001_3_window_8,aiops,3,normal_KL,torai,128,0,0.0001,0.25654450261780104,0.31937172774869077,0.3528795811518327,0.37060791157649775,0.3356372060167871,0,8,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.41858595758216627,0.25654450261780104,0.5287958115183246,0.5287958115183246,0.7068062827225131,0.3356372060167871,0.03153630774853908,0.13337988826815642,0,0,0,0,0,0,0,0,0,0
aiopsbaro_(no mean)_normal_KL30_142305_8_0.0001_3_window_8,aiops,3,normal_KL,baro,128,0,0.0001,0.28272251308900526,0.3647469458987783,0.3968586387434554,0.4423938336242004,0.38235456660849343,0,8,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3679003430222062,0.193717277486911,0.45549738219895286,0.8167539267015707,0.8167539267015707,0.38235456660849343,0.05554753902747024,0.13337988826815642,0,0,0,0,0,0,0,0,0,0
aiopsrcd_(no mean)_normal_KL30_142402_8_0.0001_3_window_8,aiops,3,normal_KL,rcd,128,0,0.0001,0.17801047120418848,0.2617801047120419,0.2931937172774868,0.341753926701571,0.27939790575916235,0,8,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2888427513991695,0.08900523560209424,0.35602094240837695,0.837696335078534,0.837696335078534,0.27939790575916235,0.05671326591808426,0.13337988826815642,0,0,0,0,0,0,0,0,0,0
aiopscLSTM_(no mean)_normal_KL30_142826_8_0.0001_3_window_8,aiops,3,normal_KL,cLSTM,256,0,0.0001,0.2356020942408377,0.2949389179755671,0.32670157068062833,0.36295811518324633,0.31401500041552405,8855070,8,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7155663246437755,0.680628272251309,0.7329842931937173,0.743455497382199,0.743455497382199,0.31401500041552405,0.04399832212920601,0.13337988826815642,0.0556569973211638,17.96719277235867,34.54106140136719,161.12158203125,118.38437414169312,0.5919218707084656,7772.98530039633,847.42724609375,0,0
aiopsCUTS_PLUS_(no mean)_normal_KL30_143311_8_0.0001_3_window_8,aiops,3,normal_KL,CUTS_PLUS,256,0,0.0001,0.24607329842931938,0.30541012216404884,0.3267015706806283,0.389906922629436,0.3253455081858224,243998,8,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7423344086387159,0.6963350785340314,0.7643979057591623,0.774869109947644,0.7905759162303665,0.3253455081858224,0.045349153886767954,0.13337988826815642,0.06142356258412306,16.280397260097754,1.6924285888671875,20.994140625,387.6576511859894,1.9382882559299468,2373.74393923289,1418.4775390625,0,0
aiopsvlinear_(no mean)_normal_KL30_144613_12_0.0001_3_window_12,aiops,3,normal_KL,vlinear,256,0,0.0001,0.23348017621145375,0.31130690161527175,0.3418502202643174,0.3865271659324524,0.32879361583106087,163606,12,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.9493392070484582,0.8986784140969163,1.0,1.0,1.0,0.32879361583106087,0.0533101874732257,0.15896358543417366,0.0575256841298242,17.383539459403835,1.3863067626953125,21.0712890625,31.712329626083374,0.28314580023288727,16238.983577429535,870.8037109375,0,0
aiopsGVAR_(no mean)_normal_KL30_144738_12_0.0001_3_window_12,aiops,3,normal_KL,GVAR,256,0,0.0001,0.2907488986784141,0.3362701908957413,0.344493392070485,0.3839207048458151,0.3435593664778688,3355308,12,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.6348495536122076,0.5550660792951542,0.6387665198237885,0.7004405286343612,0.8414096916299559,0.3435593664778688,0.031175841893081806,0.15896358543417366,0.05608970373212503,17.828584097641723,13.561134338378906,69.28125,41.50921607017517,0.20754608035087585,22154.11629179725,172.56884765625,0,0
aiopstorai_(no mean)_normal_KL30_145050_12_0.0001_3_window_12,aiops,3,normal_KL,torai,128,0,0.0001,0.2775330396475771,0.35389133627019104,0.3876651982378861,0.4073788546255505,0.36867124676596047,0,12,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4453125293866598,0.2775330396475771,0.5770925110132159,0.5770925110132159,0.762114537444934,0.36867124676596047,0.036696825673271684,0.15896358543417366,0,0,0,0,0,0,0,0,0,0
aiopsbaro_(no mean)_normal_KL30_145753_12_0.0001_3_window_12,aiops,3,normal_KL,baro,128,0,0.0001,0.31718061674008813,0.38472834067547734,0.4193832599118947,0.4692486539402839,0.4100015733165514,0,12,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.39400982328219153,0.22466960352422907,0.4581497797356828,0.8370044052863436,0.8370044052863436,0.4100015733165514,0.052982396468798,0.15896358543417366,0,0,0,0,0,0,0,0,0,0
aiopsrcd_(no mean)_normal_KL30_145858_12_0.0001_3_window_12,aiops,3,normal_KL,rcd,128,0,0.0001,0.18502202643171806,0.26725403817914833,0.29603524229074873,0.34247430249632915,0.2827630934899658,0,12,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2947440376727936,0.09251101321585903,0.3700440528634361,0.8458149779735683,0.8458149779735683,0.2827630934899658,0.05462189788786041,0.15896358543417366,0,0,0,0,0,0,0,0,0,0
aiopscLSTM_(no mean)_normal_KL30_150345_12_0.0001_3_window_12,aiops,3,normal_KL,cLSTM,256,0,0.0001,0.2511013215859031,0.31424375917768,0.33303964757709237,0.36450073421439083,0.3234417173624223,8855070,12,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.5991579737998551,0.5374449339207048,0.5682819383259912,0.5726872246696035,0.8898678414096917,0.3234417173624223,0.033735216711995884,0.15896358543417366,0.059017384104791716,16.944160016045313,34.54106140136719,162.41015625,147.64676904678345,0.7382338452339172,6228.378757875934,1215.09423828125,0,0
aiopsCUTS_PLUS_(no mean)_normal_KL30_150927_12_0.0001_3_window_12,aiops,3,normal_KL,CUTS_PLUS,256,0,0.0001,0.22026431718061673,0.2863436123348019,0.34273127753304006,0.3695790504160551,0.3173825256975038,243998,12,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.5898454658968061,0.5462555066079295,0.5814977973568282,0.5947136563876652,0.6475770925110133,0.3173825256975038,0.05175751037740954,0.15896358543417366,0.06642809943480639,15.053870402861913,1.6924285888671875,20.9970703125,603.3612558841705,3.0168062794208526,1524.1283576493665,2050.9072265625,0,0
aiopsvlinear_(no mean)_normal_KL30_152809_16_0.0001_3_window_16,aiops,3,normal_KL,vlinear,256,0,0.0001,0.23574144486692014,0.31242078580481614,0.34182509505703473,0.38587874947190554,0.3296295793349027,166686,16,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.9429657794676806,0.8859315589353612,1.0,1.0,1.0,0.3296295793349027,0.052028955655978856,0.18469101123595505,0.05582741639459994,17.912346022459456,1.3984832763671875,21.26611328125,29.782783031463623,0.3545569408507574,12959.836546914928,1177.6865234375,0,0
aiopsGVAR_(no mean)_normal_KL30_152939_16_0.0001_3_window_16,aiops,3,normal_KL,GVAR,256,0,0.0001,0.28517110266159695,0.31432192648922697,0.33498098859315634,0.37941487114490935,0.33001810610175636,4575420,16,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.5181683547758813,0.45627376425855515,0.49049429657794674,0.5285171102661597,0.6692015209125475,0.33001810610175636,0.03208817204226933,0.18469101123595505,0.05557160051150014,17.99480293523411,18.215492248535156,87.9228515625,51.46285843849182,0.2573142921924591,17857.53896858226,223.50634765625,0,0
aiopstorai_(no mean)_normal_KL30_153252_16_0.0001_3_window_16,aiops,3,normal_KL,torai,128,0,0.0001,0.2813688212927757,0.36375158428390414,0.39847908745247207,0.42225390790029577,0.3798930231154567,0,16,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.45209693632271314,0.2813688212927757,0.5893536121673004,0.6007604562737643,0.7908745247148289,0.3798930231154567,0.040492705934920624,0.18469101123595505,0,0,0,0,0,0,0,0,0,0
aiopsbaro_(no mean)_normal_KL30_154008_16_0.0001_3_window_16,aiops,3,normal_KL,baro,128,0,0.0001,0.33079847908745247,0.39163498098859345,0.42661596958174947,0.4781896915927335,0.41975964149918543,0,16,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4045430706699882,0.23574144486692014,0.4600760456273764,0.8479087452471483,0.8479087452471483,0.41975964149918543,0.05145890572060124,0.18469101123595505,0,0,0,0,0,0,0,0,0,0
aiopsrcd_(no mean)_normal_KL30_154109_16_0.0001_3_window_16,aiops,3,normal_KL,rcd,128,0,0.0001,0.19011406844106463,0.27122940430925185,0.2980988593155898,0.34299746514575385,0.28520701309674706,0,16,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2990297626851973,0.09505703422053231,0.38022813688212925,0.8517110266159695,0.8517110266159695,0.28520701309674706,0.05310915285436695,0.18469101123595505,0,0,0,0,0,0,0,0,0,0
aiopscLSTM_(no mean)_normal_KL30_154619_16_0.0001_3_window_16,aiops,3,normal_KL,cLSTM,256,0,0.0001,0.27756653992395436,0.3231939163498102,0.3403041825095057,0.39559569074778217,0.33817897881586106,8855070,16,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4844719970951437,0.4372623574144487,0.4790874524714829,0.49049429657794674,0.5285171102661597,0.33817897881586106,0.03325758786600089,0.18469101123595505,0.05560207729557168,17.984939567710057,34.54106140136719,165.0625,182.43803071975708,0.9121901535987854,5037.326901492788,1587.1328125,0,0
aiopsCUTS_PLUS_(no mean)_normal_KL30_155221_16_0.0001_3_window_16,aiops,3,normal_KL,CUTS_PLUS,256,0,0.0001,0.3155893536121673,0.33586818757921383,0.34600760456273816,0.3711026615969583,0.34279859979479765,243998,16,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.48895963748294713,0.4372623574144487,0.4790874524714829,0.5019011406844106,0.5665399239543726,0.34279859979479765,0.017185059738164893,0.18469101123595505,0.05502393037194082,18.17391075556364,1.6924285888671875,21.0,822.6217815876007,4.113108907938003,1117.159818241618,2685.8525390625,0,0
aiopsvlinear_(no mean)_normal_KL30_161700_20_0.0001_3_window_20,aiops,3,normal_KL,vlinear,256,0,0.0001,0.23076923076923078,0.30769230769230765,0.335785953177258,0.37691378669639575,0.3225500345065565,169766,20,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.9414715719063546,0.8862876254180602,1.0,1.0,1.0,0.3225500345065565,0.05070867789869309,0.21056338028169014,0.0568233485205915,17.598399707782487,1.4107818603515625,21.4619140625,30.74736189842224,0.41550489051921946,11051.61480593354,1485.953125,0,0
aiopsGVAR_(no mean)_normal_KL30_161825_20_0.0001_3_window_20,aiops,3,normal_KL,GVAR,256,0,0.0001,0.27759197324414714,0.3216276477146045,0.33210702341137155,0.380908584169454,0.3311200031852207,5795532,20,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4557957238199584,0.38461538461538464,0.4414715719063545,0.4882943143812709,0.5886287625418061,0.3311200031852207,0.029344471682652088,0.21056338028169014,0.057111974543951026,17.509462910102,22.869850158691406,106.564453125,66.13149762153625,0.33065748810768125,13887.482259299624,280.97119140625,0,0
aiopstorai_(no mean)_normal_KL30_162134_20_0.0001_3_window_20,aiops,3,normal_KL,torai,128,0,0.0001,0.27424749163879597,0.3556298773690083,0.3933110367892985,0.422064288368636,0.37685857620640245,0,20,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.446042830233235,0.27424749163879597,0.5719063545150501,0.6086956521739131,0.802675585284281,0.37685857620640245,0.04309328098455586,0.21056338028169014,0,0,0,0,0,0,0,0,0,0
aiopsbaro_(no mean)_normal_KL30_162854_20_0.0001_3_window_20,aiops,3,normal_KL,baro,128,0,0.0001,0.34782608695652173,0.4035674470457082,0.44013377926421365,0.4932274247491628,0.4345017784148218,0,20,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.4169991927113367,0.25418060200668896,0.46488294314381273,0.8461538461538461,0.8461538461538461,0.4345017784148218,0.05055449991262445,0.21056338028169014,0,0,0,0,0,0,0,0,0,0
aiopsrcd_(no mean)_normal_KL30_162958_20_0.0001_3_window_20,aiops,3,normal_KL,rcd,128,0,0.0001,0.1939799331103679,0.27424749163879575,0.29966555183946536,0.34339464882943116,0.2870624303233,0,20,0,100,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3022834736477915,0.09698996655518395,0.3879598662207358,0.8561872909698997,0.8561872909698997,0.2870624303233,0.05196440990925581,0.21056338028169014,0,0,0,0,0,0,0,0,0,0
aiopscLSTM_(no mean)_normal_KL30_163525_20_0.0001_3_window_20,aiops,3,normal_KL,cLSTM,256,0,0.0001,0.27424749163879597,0.30602006688963246,0.3230769230769233,0.35732998885172834,0.31841097308488636,8855070,20,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.41713915853616906,0.3745819397993311,0.3979933110367893,0.43812709030100333,0.4414715719063545,0.31841097308488636,0.026764391050320562,0.21056338028169014,0.05523357263775574,18.104930610924033,34.54106140136719,162.22802734375,220.1470410823822,1.100735205411911,4171.757183219744,1951.28759765625,0,0
aiopsCUTS_PLUS_(no mean)_normal_KL30_164241_20_0.0001_3_window_20,aiops,3,normal_KL,CUTS_PLUS,256,0,0.0001,0.2976588628762542,0.2998885172798218,0.3304347826086959,0.33990152359717657,0.3181444762966504,243998,20,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.43157764627116746,0.38127090301003347,0.4280936454849498,0.4414715719063545,0.45484949832775917,0.3181444762966504,0.017892320541831572,0.21056338028169014,0.05355399268925389,18.67274408095924,1.6924285888671875,21.0029296875,1032.756221294403,5.163781106472015,889.2708473340641,3318.4619140625,0,0

scheme,dataset_name,seed,correlated_KL,architecture,hidden_layer_size,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb,temporal_mixer,disable_orth_proj

aiopsvlinear_(no mean)_normal_KL02_195520_8_0.0001_1_window_8,aiops,1,normal_KL,vlinear,256,0,0.0001,0.3507853403141361,0.4101221640488656,0.4513089005235604,0.5109802210587554,0.4458455912906176,160526,8,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.8534031413612565,0.7068062827225131,1.0,1.0,1.0,0.4458455912906176,0.05585882489463728,0.13337988826815642,0.05742247566502756,17.414783817985708,1.3742523193359375,20.8759765625,16.102505683898926,0.18723843818487124,24572.94583635209,562.59326171875,0,0,0
aiopsvlinear_(no mean)_normal_KL02_195807_8_0.0001_1_window_8 (instead of max -> attn),aiops,1,normal_KL,vlinear,256,0,0.0001,0.29842931937172773,0.37521815008726006,0.40942408376963346,0.45862420011634697,0.3971544918141777,193551,8,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.9057591623036649,0.8115183246073299,1.0,1.0,1.0,0.3971544918141777,0.055641335824773465,0.13337988826815642,0.0995439996269985,10.045808926174374,1.5002326965332031,21.3359375,45.89439797401428,0.22947198987007142,20050.37740163894,563.09912109375,0,0,0
aiopsvlinear_(no mean)_normal_KL02_200115_8_0.0001_1_window_8 (attn+max),aiops,1,normal_KL,vlinear,256,0,0.0001,0.3403141361256545,0.4013961605584642,0.4418848167539269,0.4993455497382201,0.4353440538519074,193551,8,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.856020942408377,0.7120418848167539,1.0,1.0,1.0,0.4353440538519074,0.055459883835879395,0.13337988826815642,0.05743686566178087,17.410420789472347,1.5002326965332031,22.2109375,26.587157726287842,0.2658715772628784,17305.3473687065,644.4716796875,0,0,0
aiopsvlinear_(no mean)_normal_KL02_200508_8_0.0001_1_window_8 (max || mean),aiops,1,normal_KL,vlinear,256,0,0.0001,0.21465968586387435,0.29842931937172773,0.3298429319371727,0.3737492728330427,0.31445981883154667,291598,8,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.9607329842931938,0.9214659685863874,1.0,1.0,1.0,0.31445981883154667,0.05542460961451913,0.13337988826815642,0.05615625206712653,17.80745621706818,1.8742523193359375,22.9638671875,21.797683238983154,0.2056385211224826,22374.212646956104,564.59228515625,0,0,0
aiopsvlinear_(no mean)_normal_KL02_201058_8_0.0001_1_window_8 (no inverse orth),aiops,1,normal_KL,vlinear,256,0,0.0001,0.08900523560209424,0.19284467713787082,0.2382198952879581,0.3043484584060498,0.2234914402060999,193551,8,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.9554973821989529,0.9109947643979057,1.0,1.0,1.0,0.2234914402060999,0.0761489154684217,0.13337988826815642,0.08114043829952859,12.324311045850116,1.5002326965332031,21.00244140625,30.241726875305176,0.18001027901967367,25559.65151021819,562.71875,0,0,0
aiopsvlinear_(no mean)_normal_KL02_201512_8_0.0001_1_window_8 (smaller vf),aiops,1,normal_KL,vlinear,256,0,0.0001,0.3507853403141361,0.4101221640488656,0.4513089005235604,0.5121436881908089,0.446242416687443,27150,8,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.8586387434554974,0.7172774869109948,1.0,1.0,1.0,0.446242416687443,0.05621410271600391,0.13337988826815642,0.060727536366248,16.46699437910664,0.8654632568359375,18.7822265625,7.748441457748413,0.1844867013749622,24939.4669952315,560.55712890625,0,0,0
aiopsvlinear_(no mean)_normal_KL02_201929_8_0.0001_1_window_8 (smaller vf no d1),aiops,1,normal_KL,vlinear,256,0,0.0001,0.3507853403141361,0.4101221640488656,0.4513089005235604,0.5121436881908089,0.446242416687443,27150,8,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.8586387434554974,0.7172774869109948,1.0,1.0,1.0,0.446242416687443,0.05621410271600391,0.13337988826815642,0.05623249857837617,17.783310812807155,0.8654632568359375,18.693359375,32.566903829574585,0.16283451914787292,28255.67959470406,560.49853515625,0,0,0
aiopsvlinear_(no mean)_normal_KL02_202639_8_0.0001_1_window_8 (no orth but with d),aiops,1,normal_KL,vlinear,256,0,0.0001,0.3507853403141361,0.4101221640488656,0.4513089005235604,0.5121436881908089,0.446242416687443,27150,8,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.8586387434554974,0.7172774869109948,1.0,1.0,1.0,0.446242416687443,0.05621410271600391,0.13337988826815642,0.05492708820323045,18.20595325024323,0.8654632568359375,18.69140625,34.451786279678345,0.1722589313983917,26709.790677611025,560.49853515625,0,0,0
aiopsvlinear_(no mean)_normal_KL02_202931_8_0.0001_1_window_8 (no orth but no d),aiops,1,normal_KL,vlinear,256,0,0.0001,0.08900523560209424,0.10471204188481675,0.10680628272251316,0.39333915066899383,0.23455705144186828,27150,8,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.8586387434554974,0.7172774869109948,1.0,1.0,1.0,0.23455705144186828,0.1318680604936256,0.13337988826815642,0.05646541605445103,17.70995540058847,0.8654632568359375,18.78125,35.53929901123047,0.17769649505615234,25892.46343067193,560.55712890625,0,0,0
aiopsvlinear_(no mean)_normal_KL02_205119_8_0.0001_1_window_8 (with baro),aiops,1,normal_KL,vlinear,256,0,0.0001,0.2931937172774869,0.35078534031413605,0.37591623036649213,0.4241855730075628,0.3670988116014295,27406,8,0,200,0,0,0,0,30,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.7044359069245532,0.680628272251309,0.7015706806282722,0.7015706806282722,0.7015706806282722,0.3670988116014295,0.042573699926313505,0.13337988826815642,0.05638914707443477,17.73390895024499,0.8661956787109375,18.9521484375,53.62447762489319,0.2681223881244659,17160.07392066102,679.2158203125,0,0,0
