scheme,dataset_name,seed,correlated_KL,architecture,hidden_layer_size,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb,temporal_mixer,disable_orth_proj,use_MoM,latent_mode,context,pool,coeff_mode,predictor,batch_size
swatvlinear_(no mean)_normal_KL11_044840_8_0.0001_1_window_8,swat,1,normal_KL,vlinear,128,0,0.0001,0.25,0.3,0.45,0.45,0.38500000000000006,108141,8,0,200,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.054005415849284144,0.0,0.05,0.05,0.05,0.38500000000000006,0.08381527307120105,1.0,0.12118310928344726,8.251975097131732,0.6311378479003906,20.8603515625,1094.773488998413,5.473867444992066,9042.783826503814,1631.78955078125,1,0,0,mul,linear_attn,max,symmetric,mlp,512
swatvlinear_(no mean)_normal_KL11_051231_8_0.0001_1_window_8,swat,1,normal_KL,vlinear,128,0,0.0001,0.25,0.3,0.3,0.45,0.3350000000000001,108141,8,0,200,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.10069842959670341,0.0,0.05,0.2,0.3,0.3350000000000001,0.06726812023536856,1.0,0.13573366403579712,7.367369083444689,0.6311378479003906,20.8603515625,1120.3738265037537,5.601869132518768,8836.157866069922,1631.78955078125,1,0,0,mul,linear_attn,split_diff,symmetric,mlp,512
swatvlinear_(no mean)_normal_KL11_053722_8_0.0001_1_window_8,swat,1,normal_KL,vlinear,128,0,0.0001,0.25,0.3,0.4,0.45,0.36500000000000005,108141,8,0,200,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.07820422818834563,0.0,0.1,0.1,0.15,0.36500000000000005,0.07088723439378913,1.0,0.11613227128982544,8.610870939606016,0.6311378479003906,20.8603515625,1127.2249767780304,5.636124883890152,8782.452663794584,1631.79052734375,1,0,0,mul,linear_attn,split_max,symmetric,mlp,512
swatvlinear_(no mean)_normal_KL11_060211_8_0.0001_1_window_8,swat,1,normal_KL,vlinear,128,0,0.0001,0.1,0.35,0.5,0.55,0.43500000000000005,58988,8,0,200,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.14547654259917753,0.05,0.15,0.2,0.35,0.43500000000000005,0.15008331019803636,1.0,0.12269988059997558,8.14996718098028,0.443634033203125,18.97216796875,172.0815830230713,3.374148686726888,14670.070763246886,774.77880859375,1,0,0,mul,gate,max,symmetric,mlp,512
swatvlinear_(no mean)_normal_KL11_060803_8_0.0001_1_window_8,swat,1,normal_KL,vlinear,128,0,0.0001,0.1,0.35,0.55,0.55,0.44000000000000006,58988,8,0,200,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.1402188856609357,0.05,0.15,0.2,0.35,0.44000000000000006,0.1593737745050923,1.0,0.11211241483688354,8.919618772416388,0.443634033203125,18.97216796875,366.73813796043396,3.427459233275084,14441.893143307087,774.77880859375,1,0,0,mul,gate,split_diff,symmetric,mlp,512
swatvlinear_(no mean)_normal_KL11_061752_8_0.0001_2_window_8,swat,2,normal_KL,vlinear,128,0,0.0001,0.25,0.25,0.35,0.4,0.315,74221,8,0,200,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.08259648065826761,0.0,0.1,0.15,0.2,0.315,0.05499999999999999,1.0,0.09466115236282349,10.563995631144804,0.5017433166503906,20.3427734375,1084.412831544876,5.422064157724381,9129.18006133932,1631.27197265625,1,0,0,mul,linear_attn,max,symmetric,linear,512
swatvlinear_(no mean)_normal_KL11_064143_8_0.0001_2_window_8,swat,2,normal_KL,vlinear,128,0,0.0001,0.2,0.25,0.25,0.45,0.31500000000000006,74733,8,0,200,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.1105713558465552,0.0,0.1,0.2,0.4,0.31500000000000006,0.08674675786448736,1.0,0.12622418403625488,7.92241207685505,0.5036964416503906,20.34765625,1166.703447818756,5.833517239093781,8485.27534439746,1811.97412109375,1,0,0,gate,linear_attn,max,symmetric,linear,512
swatvlinear_(no mean)_normal_KL11_070713_8_0.0001_2_window_8,swat,2,normal_KL,vlinear,128,0,0.0001,0.15,0.2,0.25,0.35,0.27999999999999997,74221,8,0,200,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.10332632082935181,0.05,0.1,0.1,0.15,0.27999999999999997,0.07483314773547882,1.0,0.10682960748672485,9.3607008724081,0.5017433166503906,20.3427734375,1058.1698877811432,5.290849438905716,9355.586578596285,1541.27197265625,1,0,0,add,linear_attn,max,symmetric,linear,512
swatvlinear_(no mean)_normal_KL11_073032_8_0.0001_2_window_8,swat,2,normal_KL,vlinear,128,0,0.0001,0.1,0.35,0.5,0.55,0.43,25068,8,0,200,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.17471551357271445,0.1,0.15,0.15,0.35,0.43,0.1646207763315433,1.0,0.10543694496154785,9.484341568931965,0.314239501953125,18.45458984375,371.9970636367798,3.234757075102433,15302.231002441675,774.26123046875,1,0,0,mul,gate,max,symmetric,linear,512
swatvlinear_(no mean)_normal_KL11_074020_8_0.0001_2_window_8,swat,2,normal_KL,vlinear,128,0,0.0001,0.2,0.25,0.25,0.4,0.295,74221,8,0,200,0,0,128,2,51,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.09693455057004405,0.0,0.05,0.1,0.35,0.295,0.07566372975210779,1.0,0.09431127309799195,10.60318631221289,0.5017433166503906,20.3427734375,1092.918787240982,5.46459393620491,9058.129584350492,1631.27197265625,1,0,0,mul,linear_attn,split_diff,symmetric,linear,512
