scheme,dataset_name,seed,correlated_KL,architecture,hidden_layer_size,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb,temporal_mixer,disable_orth_proj
gaiaCUTS_PLUS_(no mean)_normal_KL31_225810_8_0.0001_3_window_8,gaia,3,normal_KL,CUTS_PLUS,256,0,0.0001,0.2914285714285714,0.26523809523809516,0.2818095238095239,0.29476190476190534,0.2812943310657597,274738,8,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.046369470497068896,0.0,0.014285714285714285,0.03142857142857143,0.037142857142857144,0.2812943310657597,0.014461421293117166,1.0,0.07191663810185024,13.904988141739517,1.82708740234375,21.654296875,17540.026949882507,87.70013474941254,1365.4711060840434,2190.71533203125,0,0,0
gaiavlinear_(no mean)_normal_KL01_052549_10_0.0001_3_window_10,gaia,3,normal_KL,vlinear,256,0,0.0001,0.2342857142857143,0.32380952380952455,0.32704761904761886,0.32561904761904753,0.30817539682539685,177426,10,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.027957078069322964,0.0,0.0,0.0,0.037142857142857144,0.30817539682539685,0.02894311943946917,1.0,0.08602523803710938,11.624495587778812,1.4562530517578125,21.61181640625,471.2002782821655,5.964560484584374,16057.51173913595,1195.5,0,0,0
gaiaGVAR_(no mean)_normal_KL01_054453_10_0.0001_3_window_10,gaia,3,normal_KL,GVAR,256,0,0.0001,0.12857142857142856,0.21142857142857105,0.2003809523809526,0.4315238095238094,0.27604251700680277,6492132,10,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.03901514653816132,0.0,0.0,0.0,0.0,0.27604251700680277,0.10748055823955488,1.0,0.07378666605268205,13.552584138793073,25.54456329345703,118.90625,703.9480254650116,3.519740127325058,27211.09983559727,339.44384765625,0,0,0
gaiatorai_(no mean)_normal_KL01_060629_10_0.0001_3_window_10,gaia,3,normal_KL,torai,128,0,0.0001,0.21714285714285714,0.21809523809523784,0.3586666666666665,0.6092380952380937,0.4169293650793649,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.37716442532475974,0.21714285714285714,0.37714285714285717,0.5542857142857143,0.8142857142857143,0.4169293650793649,0.17964665054848072,1.0,0,0,0,0,0,0,0,0,0,0,0
gaiabaro_(no mean)_normal_KL01_060902_10_0.0001_3_window_10,gaia,3,normal_KL,baro,128,0,0.0001,0.14285714285714285,0.14952380952380964,0.2087619047619053,0.2514285714285713,0.19597936507936517,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.25769225159257514,0.20857142857142857,0.23714285714285716,0.26857142857142857,0.30857142857142855,0.19597936507936517,0.05311271454139926,1.0,0,0,0,0,0,0,0,0,0,0,0
gaiarcd_(no mean)_normal_KL01_060953_10_0.0001_3_window_10,gaia,3,normal_KL,rcd,128,0,0.0001,0.14,0.1714285714285718,0.23161904761904842,0.2713333333333337,0.217964739229025,0,10,0,100,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.25294243288713336,0.2,0.2,0.30857142857142855,0.30857142857142855,0.217964739229025,0.06593957530962818,1.0,0,0,0,0,0,0,0,0,0,0,0
gaiacLSTM_(no mean)_normal_KL01_061810_10_0.0001_3_window_10,gaia,3,normal_KL,cLSTM,256,0,0.0001,0.2742857142857143,0.2228571428571425,0.27352380952380967,0.29771428571428554,0.2641368480725624,15782450,10,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.031135265898944282,0.0,0.0,0.0,0.0,0.2641368480725624,0.03447998940753255,1.0,0.07561258384159633,13.225311835592576,60.98431396484375,281.171875,454.7736220359802,18.948900918165844,5054.435632632492,1683.5625,0,0,0
gaiaCUTS_PLUS_(no mean)_normal_KL01_065858_10_0.0001_3_window_10,gaia,3,normal_KL,CUTS_PLUS,256,0,0.0001,0.24285714285714285,0.3047619047619047,0.2939047619047622,0.38304761904762,0.31550646258503423,274738,10,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.03594946465285829,0.0,0.0,0.0,0.0,0.31550646258503423,0.04637707334194951,1.0,0.07300029005323137,13.698575707997955,1.82708740234375,21.65576171875,18046.660582780838,90.2333029139042,1061.426290594553,2723.30126953125,0,0,0
gaiavlinear_(no mean)_normal_KL03_173306_8_0.0001_1_window_8,gaia,1,normal_KL,vlinear,256,0,0.0001,0.11714285714285715,0.2271428571428569,0.303523809523809,0.2889523809523806,0.2588927437641722,570638,8,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.02843340234644582,0.0,0.0,0.0,0.037142857142857144,0.2588927437641722,0.05810108780497774,1.0,0.10892563206808907,9.18057560019393,2.9561004638671875,23.69677734375,179.88165163993835,6.202815573790978,19306.071343793174,937.509765625,0,0,0
gaiatorai_(no mean)_normal_KL03_174101_8_0.0001_1_window_8,gaia,1,normal_KL,torai,128,0,0.0001,0.21714285714285714,0.22095238095238065,0.35733333333333317,0.6112380952380936,0.4195878684807255,0,8,0,100,0,0,128,2,50,0,normal,gated,,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.3819149187523048,0.21714285714285714,0.38571428571428573,0.5542857142857143,0.82,0.4195878684807255,0.1795692002881527,1.0,0,0,0,0,0,0,0,0,0,0,0
gaiabaro_(no mean)_normal_KL03_174351_8_0.0001_1_window_8,gaia,1,normal_KL,baro,128,0,0.0001,0.14,0.1485714285714287,0.210476190476191,0.2525714285714284,0.19693571428571438,0,8,0,100,0,0,128,2,50,0,normal,gated,,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2566263524123903,0.2057142857142857,0.2342857142857143,0.28,0.31142857142857144,0.19693571428571438,0.055585449377869446,1.0,0,0,0,0,0,0,0,0,0,0,0
gaiarcd_(no mean)_normal_KL03_174439_8_0.0001_1_window_8,gaia,1,normal_KL,rcd,128,0,0.0001,0.14,0.1714285714285718,0.23161904761904842,0.2713333333333337,0.217964739229025,0,8,0,100,0,0,128,2,50,0,normal,gated,,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.25294243288713336,0.2,0.2,0.30857142857142855,0.30857142857142855,0.217964739229025,0.06593957530962818,1.0,0,0,0,0,0,0,0,0,0,0,0
