scheme,dataset_name,seed,correlated_KL,architecture,hidden_layer_size,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb,temporal_mixer,disable_orth_proj,use_MoM,latent_mode,context,pool,coeff_mode,predictor
wadibaro_(no mean)_normal_KL09_174451_32_0.0001_1_window_32,wadi,1,normal_KL,baro,128,0,0.0001,0.125,0.125,0.125,0.375,0.2375,0,32,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.17510157852899788,0.125,0.125,0.125,0.375,0.2375,0.11792476415070755,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM,mul,none,split_diff,bipartite,mlp
waditorai_(no mean)_normal_KL09_174503_32_0.0001_1_window_32,wadi,1,normal_KL,torai,128,0,0.0001,0.125,0.125,0.125,0.125,0.125,0,32,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.15572059891237472,0.125,0.125,0.125,0.125,0.125,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM,mul,none,split_diff,bipartite,mlp
wadircd_(no mean)_normal_KL09_174521_32_0.0001_1_window_32,wadi,1,normal_KL,rcd,128,0,0.0001,0.0,0.0,0.0,0.0,0.0,0,32,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2662909588620151,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM,mul,none,split_diff,bipartite,mlp
wadivlinear_(no mean)_normal_KL09_180117_32_0.0001_1_window_32,wadi,1,normal_KL,vlinear,128,0,0.0001,0.0,0.125,0.125,0.125,0.1,78464,32,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.08217847573879664,0.0,0.125,0.125,0.25,0.1,0.05,1.0,0.306524395942688,3.2623830704391104,0.6758232116699219,27.841796875,4310.113996267319,21.550569981336594,1402.0046813688075,2309.7490234375,1,0,0,mul,none,split_diff,bipartite,mlp,128
wadiGVAR_(no mean)_normal_KL09_193536_16_0.0001_1_window_16,wadi,1,normal_KL,GVAR,128,0,0.0001,0.125,0.25,0.375,0.375,0.3,31703055,16,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.15650587161479987,0.125,0.125,0.125,0.125,0.3,0.1,1.0,0.22068259119987488,4.531395043727251,121.3101577758789,502.47705078125,1180.8541514873505,19.680902524789175,3070.4384579866887,997.859375,1,0,0,mul,none,split_diff,bipartite,mlp,128
wadibaro_(no mean)_normal_KL09_200341_16_0.0001_1_window_16,wadi,1,normal_KL,baro,128,0,0.0001,0.125,0.25,0.375,0.375,0.3125,0,16,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.21148179453285204,0.125,0.25,0.375,0.375,0.3125,0.10077822185373188,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM,mul,none,split_diff,bipartite,mlp,128
waditorai_(no mean)_normal_KL09_200354_16_0.0001_1_window_16,wadi,1,normal_KL,torai,128,0,0.0001,0.125,0.25,0.375,0.375,0.3125,0,16,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.22327556402859655,0.125,0.25,0.375,0.375,0.3125,0.08385254915624211,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM,mul,none,split_diff,bipartite,mlp,128
wadircd_(no mean)_normal_KL09_200414_16_0.0001_1_window_16,wadi,1,normal_KL,rcd,128,0,0.0001,0.0,0.0,0.0,0.0,0.0,0,16,0,100,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.1,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.2662909588620151,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,tinyMoM,mul,none,split_diff,bipartite,mlp,128

------
wadivlinear_(no mean)_normal_KL09_203602_16_0.0001_1_window_16,wadi,1,normal_KL,vlinear,64,0,0.0001,0.125,0.125,0.125,0.125,0.125,24832,16,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.17556499314691063,0.125,0.125,0.125,0.25,0.125,0.0,1.0,0.2909139096736908,3.43744306046304,0.3274345397949219,20.595703125,1002.5168700218201,14.962938358534627,4038.5784230362906,3315.64794921875,1,0,0,mul,none,split_diff,bipartite,mlp,512
wadiGVAR_(no mean)_normal_KL09_205802_16_0.0001_1_window_16,wadi,1,normal_KL,GVAR,64,0,0.0001,0.125,0.125,0.125,0.125,0.125,15911055,16,0,200,0,0,128,2,127,0,normal,gated,aerca_based,1.0,1.0,0.5,0.5,0.5,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.18943639387746225,0.125,0.125,0.25,0.25,0.125,0.0,1.0,0.2484685182571411,4.024654741028784,60.927589416503906,264.8369140625,1536.1437921524048,10.594095118292447,5704.026566238715,2677.92578125,1,0,0,mul,none,split_diff,bipartite,mlp,512
