scheme,dataset_name,seed,correlated_KL,architecture,attention_dim,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num
swatTemporalGNN_Attention_(no mean)_normal_KL14_103022_10_0.0001_3_window_10,swat,3,normal_KL,TemporalGNN_Attention,256,2,0.0001,0.2,0.265,0.33,0.41999999999999993,0.326,6414267,10,0,1000,0,0,256,2
swatTemporalGNN_Attention_(no mean)_normal_KL14_103432_10_0.0001_4_window_10,swat,4,normal_KL,TemporalGNN_Attention,256,2,0.0001,0.165,0.265,0.315,0.365,0.3015,6414267,10,0,1000,0,0,256,2
swatTemporalGNN_Attention_(no mean)_normal_KL14_103831_10_0.0001_5_window_10,swat,5,normal_KL,TemporalGNN_Attention,256,2,0.0001,0.24000000000000005,0.30999999999999994,0.37,0.4425,0.364,6414267,10,0,1000,0,0,256,2
swatTemporalGNN_Attention_(no mean)_normal_KL14_104224_10_0.0001_6_window_10,swat,6,normal_KL,TemporalGNN_Attention,256,2,0.0001,0.26499999999999996,0.32999999999999996,0.35500000000000004,0.45499999999999996,0.365,6414267,10,0,1000,0,0,256,2
swatTemporalGNN_Attention_fourier_(no mean)_normal_KL14_104635_10_0.0001_1_window_10,swat,1,normal_KL,TemporalGNN_Attention_fourier,256,2,0.0001,0.24000000000000005,0.36,0.41,0.5125,0.40125,6414267,10,0,1000,0,0,256,2
swatTemporalGNN_Attention_fourier_(no mean)_normal_KL14_105055_10_0.0001_2_window_10,swat,2,normal_KL,TemporalGNN_Attention_fourier,256,2,0.0001,0.21000000000000002,0.39,0.45999999999999996,0.565,0.45199999999999996,6414267,10,0,1000,0,0,256,2
swatTemporalGNN_Attention_fourier_(no mean)_normal_KL14_105521_10_0.0001_3_window_10,swat,3,normal_KL,TemporalGNN_Attention_fourier,256,2,0.0001,0.18,0.39,0.45,0.5,0.41325,6414267,10,0,1000,0,0,256,2
swatTemporalGNN_Attention_fourier_(no mean)_normal_KL14_105931_10_0.0001_4_window_10,swat,4,normal_KL,TemporalGNN_Attention_fourier,256,2,0.0001,0.21999999999999997,0.29,0.325,0.39499999999999996,0.3325,6414267,10,0,1000,0,0,256,2
swatTemporalGNN_Attention_fourier_(no mean)_normal_KL14_110332_10_0.0001_5_window_10,swat,5,normal_KL,TemporalGNN_Attention_fourier,256,2,0.0001,0.32999999999999996,0.37499999999999994,0.4149999999999999,0.465,0.41200000000000003,6414267,10,0,1000,0,0,256,2
swatTemporalGNN_Attention_fourier_(no mean)_normal_KL14_110720_10_0.0001_6_window_10,swat,6,normal_KL,TemporalGNN_Attention_fourier,256,2,0.0001,0.20500000000000002,0.25,0.315,0.4050000000000001,0.30650000000000005,6414267,10,0,1000,0,0,256,2
swatTemporalGNN_Attention_crossattn_(no mean)_normal_KL14_111127_10_0.0001_1_window_10,swat,1,normal_KL,TemporalGNN_Attention_crossattn,256,2,0.0001,0.31500000000000006,0.4074999999999999,0.43,0.5125,0.43624999999999997,8539876,10,0,1000,0,0,256,2
swatTemporalGNN_Attention_crossattn_(no mean)_normal_KL14_111639_10_0.0001_2_window_10,swat,2,normal_KL,TemporalGNN_Attention_crossattn,256,2,0.0001,0.305,0.3950000000000001,0.42000000000000004,0.44000000000000006,0.40750000000000003,8539876,10,0,1000,0,0,256,2
swatTemporalGNN_Attention_crossattn_(no mean)_normal_KL14_112134_10_0.0001_3_window_10,swat,3,normal_KL,TemporalGNN_Attention_crossattn,256,2,0.0001,0.32500000000000007,0.445,0.495,0.6100000000000001,0.50525,8539876,10,0,1000,0,0,256,2
swatTemporalGNN_Attention_crossattn_(no mean)_normal_KL14_112623_10_0.0001_4_window_10,swat,4,normal_KL,TemporalGNN_Attention_crossattn,256,2,0.0001,0.2899999999999999,0.37,0.41,0.44000000000000006,0.3955,8539876,10,0,1000,0,0,256,2
swatTemporalGNN_Attention_crossattn_(no mean)_normal_KL14_113101_10_0.0001_5_window_10,swat,5,normal_KL,TemporalGNN_Attention_crossattn,256,2,0.0001,0.33999999999999997,0.39499999999999996,0.4725,0.5175000000000001,0.45075000000000004,8539876,10,0,1000,0,0,256,2
swatTemporalGNN_Attention_crossattn_(no mean)_normal_KL14_113540_10_0.0001_6_window_10,swat,6,normal_KL,TemporalGNN_Attention_crossattn,256,2,0.0001,0.27999999999999997,0.33499999999999996,0.36,0.38,0.3515,8539876,10,0,1000,0,0,256,2
