scheme,dataset_name,seed,correlated_KL,architecture,hidden_layer_size,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage,mrr,hr@1,hr@3,hr@5,hr@10,auc@10,std_ac,coverage,avg_time,throughput,model_mem_mb,peak_mem_mb,train_total_time,train_avg_epoch_time,train_throughput,train_peak_mem_mb,temporal_mixer,disable_orth_proj
gaiavlinear_(no mean)_normal_KL19_001801_12_0.0001_1_window_12,gaia,1,normal_KL,vlinear,256,0,0.0001,0.24,0.27238095238095256,0.28990476190476205,0.3104761904761898,0.2862903628117914,178966,12,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.04404918546365914,0.0,0.037142857142857144,0.037142857142857144,0.12285714285714286,0.2862903628117914,0.01948950335068677,1.0,0.12197829587118966,8.198179789755468,1.4617462158203125,22.201171875,144.56758403778076,6.023649334907532,13244.960913918263,1456.34326171875,0,1
gaiavlinear_(no mean)_normal_KL19_003121_12_0.0001_1_window_12,gaia,1,normal_KL,vlinear,256,0,0.0001,0.15142857142857144,0.30476190476190407,0.40838095238095123,0.44076190476190513,0.36045,178966,12,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.06711589284273367,0.0,0.0,0.022857142857142857,0.022857142857142857,0.36045,0.09136333265824857,1.0,0.1131556817463466,8.837382132004931,1.4622955322265625,21.77490234375,1230.7951402664185,6.153975701332092,12964.46457900868,1456.10986328125,0,0
gaiavlinear_(no mean)_normal_KL19_005932_12_0.0001_1_window_12,gaia,1,normal_KL,vlinear,256,0,0.0001,0.27714285714285714,0.28761904761904733,0.3041904761904765,0.44542857142857284,0.31991541950113406,178966,12,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.02943405652324816,0.0,0.0,0.0,0.037142857142857144,0.31991541950113406,0.06302221150842399,1.0,0.1141047866003854,8.763874240457346,1.4622955322265625,21.77490234375,227.8860604763031,6.159082715575759,12953.71464946169,1456.10986328125,0,0
gaiavlinear_(no mean)_normal_KL19_010823_12_0.0001_1_window_12,gaia,1,normal_KL,vlinear,256,0,0.0001,0.23714285714285716,0.257142857142857,0.29276190476190506,0.27276190476190426,0.27774285714285707,178966,12,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.0,0.0,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.028441329827208515,0.0,0.0,0.0,0.037142857142857144,0.27774285714285707,0.0174230436198614,1.0,0.1479786423274449,6.75773195558326,1.4622955322265625,21.77490234375,271.08401560783386,6.161000354723497,12949.68274735323,1456.10986328125,0,0
gaiavlinear_(no mean)_normal_KL19_011808_12_0.0001_1_window_12,gaia,1,normal_KL,vlinear,256,0,0.0001,0.28,0.28190476190476244,0.2961904761904764,0.3110476190476196,0.28982868480725643,178966,12,0,200,0,0,128,2,50,0,normal,gated,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0.028819505487716626,0.0,0.0,0.0,0.037142857142857144,0.28982868480725643,0.022149308306272954,1.0,0.14538950443267823,6.878075579816315,1.4622955322265625,21.77490234375,361.1946220397949,6.22749348344474,12811.414449825808,1456.10986328125,0,0
